timestamp;electricityDemand;spaceHeatingDemand;domesticHotWaterDemand
2011-01-01 00:00:00;1.364;0.0;0.782
2011-01-01 01:00:00;1.364;0.0;0.836
2011-01-01 02:00:00;1.364;0.0;0.645
2011-01-01 03:00:00;1.364;0.0;0.754
2011-01-01 04:00:00;1.364;0.0;0.755
2011-01-01 05:00:00;2.455;0.0;0.953
2011-01-01 06:00:00;9.092;8.183;2.327
2011-01-01 07:00:00;2.546;13.48;3.892
2011-01-01 08:00:00;1.456;14.589;6.29
2011-01-01 09:00:00;1.456;13.784;6.22
2011-01-01 10:00:00;1.456;13.0;5.602
2011-01-01 11:00:00;1.456;12.373;6.013999999999999
2011-01-01 12:00:00;9.093;3.734;6.08
2011-01-01 13:00:00;2.5469999999999997;9.187999999999999;4.846
2011-01-01 14:00:00;1.455;10.52;3.888
2011-01-01 15:00:00;1.455;10.433;3.07
2011-01-01 16:00:00;1.455;10.37;3.89
2011-01-01 17:00:00;2.5469999999999997;8.804;4.989
2011-01-01 18:00:00;9.094;2.7310000000000003;6.91
2011-01-01 19:00:00;11.275;0.631;5.468999999999999
2011-01-01 20:00:00;2.546;8.865;3.075
2011-01-01 21:00:00;2.456;0.0;3.0180000000000002
2011-01-01 22:00:00;2.456;0.0;2.4730000000000003
2011-01-01 23:00:00;1.364;0.0;1.5319999999999998
2011-01-02 00:00:00;1.364;0.0;0.9620000000000001
2011-01-02 01:00:00;1.364;0.0;0.777
2011-01-02 02:00:00;1.364;0.0;0.6729999999999999
2011-01-02 03:00:00;1.364;0.0;0.725
2011-01-02 04:00:00;1.364;0.0;0.726
2011-01-02 05:00:00;2.455;0.0;0.674
2011-01-02 06:00:00;9.092;11.374;1.6
2011-01-02 07:00:00;2.546;16.384;3.1689999999999996
2011-01-02 08:00:00;1.456;17.328;4.984
2011-01-02 09:00:00;1.456;15.261;6.564
2011-01-02 10:00:00;1.456;14.514000000000001;7.246
2011-01-02 11:00:00;1.456;13.837;7.625
2011-01-02 12:00:00;9.093;5.343;6.563
2011-01-02 13:00:00;2.5469999999999997;10.731;5.653
2011-01-02 14:00:00;1.455;12.058;4.442
2011-01-02 15:00:00;1.455;11.684000000000001;3.9130000000000003
2011-01-02 16:00:00;1.455;11.46;2.261
2011-01-02 17:00:00;2.546;9.402999999999999;4.216
2011-01-02 18:00:00;9.093;5.261;5.518
2011-01-02 19:00:00;11.275;3.1039999999999996;5.974
2011-01-02 20:00:00;2.546;11.450999999999999;3.096
2011-01-02 21:00:00;2.456;0.0;2.875
2011-01-02 22:00:00;2.456;0.0;2.65
2011-01-02 23:00:00;1.364;0.0;1.534
2011-01-03 00:00:00;1.364;0.0;0.807
2011-01-03 01:00:00;1.364;0.0;0.619
2011-01-03 02:00:00;1.364;0.0;1.074
2011-01-03 03:00:00;1.364;0.0;1.075
2011-01-03 04:00:00;1.364;0.0;0.7120000000000001
2011-01-03 05:00:00;2.456;0.0;3.12
2011-01-03 06:00:00;9.094;13.847999999999999;8.088
2011-01-03 07:00:00;2.5469999999999997;18.637;6.56
2011-01-03 08:00:00;1.456;19.775;5.436
2011-01-03 09:00:00;1.455;18.796;4.151
2011-01-03 10:00:00;1.455;18.012;3.6719999999999997
2011-01-03 11:00:00;1.455;17.22;3.432
2011-01-03 12:00:00;9.093;9.242;5.1160000000000005
2011-01-03 13:00:00;2.546;14.085999999999999;4.553999999999999
