tre200h0;gls;str.diffus;ground_temp
16.0;3;1;5
15.6;2;1;5
15.0;3;1;5
13.9;3;1;5
13.2;3;1;5
12.4;3;1;5
12.0;2;1;5
11.7;2;1;5
11.2;6;4;5
11.1;39;38;5
11.4;115;111;5
11.5;191;184;5
10.9;337;293;5
11.6;514;371;5
12.0;622;368;5
12.1;523;431;5
13.0;483;428;5
13.7;504;422;5
14.8;459;360;5
14.4;234;229;5
15.0;196;166;5
14.8;113;98;5
14.0;18;17;5
14.2;2;1;5
14.0;2;1;5
14.0;3;1;5
13.0;3;1;5
12.1;3;1;5
11.1;3;1;5
10.9;2;1;5
10.9;2;1;5
10.4;2;1;5
10.4;16;14;5
10.3;69;67;5
10.7;153;146;5
11.3;453;123;5
11.8;630;105;5
12.5;769;109;5
13.3;852;114;5
14.8;866;114;5
16.0;852;115;5
16.6;770;125;5
17.1;647;122;5
18.2;488;112;5
18.5;294;141;5
18.1;70;61;5
17.4;13;11;5
16.2;3;2;5
15.2;2;1;5
15.2;2;1;5
15.2;3;1;5
14.4;2;1;5
14.2;2;1;5
13.9;2;1;5
13.7;2;1;5
14.1;2;1;5
12.9;8;7;5
12.8;44;43;5
13.6;142;138;5
14.2;281;248;5
14.4;397;298;5
14.1;579;336;5
14.5;605;341;5
14.0;403;370;5
13.9;232;226;5
13.7;233;229;5
14.2;135;132;5
14.2;102;101;5
13.0;43;42;5
12.3;30;29;5
12.2;4;3;5
12.3;2;1;5
12.0;3;1;5
11.4;2;1;5
11.2;2;1;5
11.1;2;1;5
10.8;2;1;5
10.3;2;1;5
10.4;2;1;5
10.4;2;1;5
10.2;9;8;5
10.3;75;73;5
10.9;139;136;5
11.2;214;208;5
11.5;301;287;5
12.0;464;370;5
12.6;344;335;5
13.2;553;448;5
13.5;415;387;5
13.4;209;206;5
13.9;166;163;5
14.0;140;138;5
13.3;80;78;5
12.0;44;42;5
12.1;6;4;5
11.9;2;1;5
11.7;2;1;5
11.6;2;1;5
11.4;2;1;5
11.3;2;1;5
11.1;2;1;5
11.1;2;1;5
10.7;3;2;5
10.2;2;1;5
10.1;14;12;5
10.5;43;42;5
10.6;77;75;5
11.3;311;255;5
11.1;105;104;5
10.2;76;75;5
9.8;101;99;5
9.7;82;81;5
10.0;104;103;5
9.9;78;77;5
9.9;71;70;5
9.6;50;49;5
9.7;62;61;5
9.4;44;43;5
9.6;8;6;5
9.5;2;1;5
9.5;2;1;5
9.5;2;1;5
9.7;2;1;5
9.6;2;1;5
9.7;2;1;5
9.6;3;1;5
9.6;2;1;5
9.2;3;1;5
9.1;4;3;5
9.1;23;22;5
9.2;38;37;5
9.4;44;43;5
9.5;67;66;5
9.2;109;108;5
9.2;76;75;5
8.9;99;98;5
8.8;112;111;5
8.9;111;110;5
8.7;76;75;5
9.1;76;75;5
8.9;36;35;5
8.5;16;15;5
8.2;5;3;5
7.6;2;1;5
7.0;2;1;5
6.6;2;1;5
6.6;2;1;5
6.4;2;1;5
6.3;2;1;5
6.3;2;1;5
6.3;2;1;5
6.1;2;1;5
6.1;8;7;5
6.2;60;50;5
6.9;168;153;5
8.3;372;311;5
8.7;489;240;5
9.1;509;302;5
9.1;457;324;5
9.0;423;390;5
10.0;623;472;5
9.7;231;217;5
9.7;391;271;5
9.5;187;140;5
9.0;162;138;5
9.1;61;56;5
7.2;30;26;5
6.4;3;1;5
5.9;3;1;5
5.4;2;1;5
5.4;2;1;5
5.7;2;1;5
5.6;3;1;5
4.9;3;1;5
4.4;3;1;5
4.1;3;1;5
4.0;14;12;5
5.0;132;38;5
7.1;329;61;5
7.6;513;73;5
8.1;675;102;5
8.9;821;123;5
9.8;897;117;5
10.6;919;101;5
12.0;904;83;5
12.7;820;83;5
13.2;691;77;5
13.8;524;62;5
14.0;345;53;5
14.0;152;35;5
12.2;21;13;5
10.4;3;1;5
9.7;3;1;5
9.5;2;1;5
10.1;2;1;5
10.0;2;1;5
9.6;2;1;5
8.1;3;2;5
8.0;2;1;5
8.5;3;1;5
8.1;22;20;5
9.2;121;92;5
10.2;210;183;5
10.8;238;216;5
12.0;324;320;5
13.4;238;232;5
13.3;153;142;5
14.0;284;266;5
15.0;299;290;5
16.2;606;403;5
16.7;511;340;5
16.5;301;249;5
16.1;71;68;5
15.5;22;20;5
15.2;11;10;5
14.3;3;2;5
11.9;3;2;5
11.6;2;1;5
12.1;2;1;5
12.1;2;1;5
12.0;2;1;5
11.4;3;2;5
10.7;2;1;5
10.3;3;2;5
9.4;3;2;5
9.3;17;16;5
8.8;49;48;5
8.8;112;108;5
9.6;183;173;5
10.1;250;173;5
11.1;513;223;5
11.3;600;204;5
12.9;924;133;5
13.3;862;191;5
13.5;730;125;5
13.5;537;120;5
13.0;308;156;5
12.2;115;106;5
11.4;19;18;5
10.9;2;1;5
9.9;3;1;5
9.6;2;1;5
8.5;3;2;5
7.8;3;1;5
7.2;3;1;5
6.6;3;1;5
6.8;2;1;5
7.0;3;1;5
7.3;16;14;5
8.0;75;75;5
8.4;118;117;5
8.7;160;156;5
8.9;78;77;5
9.1;79;78;5
8.4;100;100;5
8.4;82;81;5
8.3;80;79;5
8.5;51;50;5
8.8;37;36;5
9.1;26;25;5
9.7;10;9;5
10.6;9;8;5
10.4;4;2;5
11.0;2;1;5
10.2;3;2;5
9.8;2;1;5
9.9;2;1;5
10.0;2;1;5
9.9;2;1;5
9.9;3;2;5
10.2;2;1;5
10.2;2;1;5
10.3;7;6;5
9.3;24;23;5
9.2;53;52;5
9.5;44;43;5
9.7;77;75;5
10.0;159;154;5
10.8;375;351;5
10.1;293;283;5
11.1;396;334;5
12.1;695;227;5
11.9;331;165;5
12.3;425;164;5
12.1;225;122;5
11.9;145;93;5
11.1;35;24;5
10.3;2;1;5
9.9;3;1;5
8.8;3;2;5
8.2;2;1;5
7.4;3;1;5
7.1;3;1;5
6.5;3;1;5
6.5;2;1;5
6.3;3;2;5
6.0;18;15;5
7.3;155;55;5
9.0;263;188;5
9.6;481;106;5
10.1;668;83;5
10.9;796;95;5
13.1;854;133;5
13.9;833;177;5
15.7;886;172;5
17.0;854;144;5
17.1;550;323;5
18.4;451;138;5
19.3;348;52;5
19.5;158;35;5
17.8;22;14;5
17.0;2;1;5
16.5;2;1;5
15.7;3;1;5
14.8;3;1;5
14.3;2;1;5
14.3;2;1;5
14.8;2;1;5
13.8;3;2;5
12.6;3;2;5
12.9;19;17;5
14.0;168;49;5
15.6;285;96;5
16.1;518;189;5
16.7;552;283;5
18.4;833;210;5
18.6;845;201;5
20.2;906;145;5
21.3;845;239;5
23.9;837;186;5
24.5;608;207;5
24.5;469;181;5
24.8;260;153;5
23.9;87;73;5
22.0;23;18;5
21.5;2;1;5
21.5;2;1;5
21.2;2;1;5
20.9;2;1;5
20.1;2;1;5
18.1;3;2;5
19.4;2;1;5
18.4;3;2;5
17.8;2;1;5
16.8;6;5;5
16.0;12;10;5
15.2;17;16;5
14.8;17;16;5
14.4;46;45;5
14.5;78;77;5
14.4;89;88;5
14.5;101;100;5
14.7;90;89;5
15.0;68;67;5
14.1;51;50;5
13.3;41;40;5
13.7;30;29;5
13.7;12;11;5
13.7;6;5;5
13.6;2;1;5
13.4;3;1;5
12.7;2;1;5
12.0;3;2;5
11.3;2;1;5
10.9;2;1;5
10.8;3;2;5
10.7;2;1;5
10.8;2;1;5
10.9;10;9;5
11.0;13;12;5
10.3;17;16;5
10.3;109;105;5
10.8;225;212;5
11.8;467;379;5
12.0;316;304;5
12.2;454;376;5
12.9;668;407;5
12.7;314;300;5
12.0;132;130;5
11.6;74;72;5
11.6;67;66;5
10.6;22;21;5
10.6;7;6;5
10.3;3;1;5
9.9;2;1;5
9.8;2;1;5
9.8;2;1;5
9.8;2;1;5
9.5;2;1;5
9.3;3;1;5
9.0;2;1;5
9.2;2;1;5
8.9;12;10;5
9.5;76;73;5
10.3;322;110;5
10.7;555;91;5
11.3;765;180;5
11.6;805;229;5
12.5;901;274;5
13.6;939;348;5
13.7;963;220;5
14.6;842;140;5
15.3;716;110;5
16.1;527;93;5
15.9;333;168;5
14.8;163;138;5
13.9;34;32;5
13.2;3;1;5
12.8;3;1;5
11.9;3;1;5
11.2;3;2;5
10.3;3;2;5
9.2;3;1;5
9.4;2;1;5
9.8;2;1;5
10.2;2;1;5
9.9;8;7;5
10.0;21;20;5
9.3;43;41;5
7.9;140;139;5
8.7;226;223;5
8.8;173;173;5
9.4;242;239;5
10.2;360;350;5
10.7;375;356;5
11.3;683;265;5
11.5;607;143;5
12.6;543;58;5
12.5;351;55;5
11.4;105;58;5
10.7;21;18;5
9.8;3;2;5
9.5;2;1;5
9.7;3;1;5
9.1;3;1;5
8.4;3;1;5
7.7;3;1;5
7.5;2;1;5
7.1;2;1;5
6.8;3;2;5
7.0;21;17;5
8.7;155;36;5
9.6;391;84;5
10.4;590;289;5
10.8;656;293;5
12.0;847;305;5
12.0;709;489;5
11.8;426;377;5
11.6;400;379;5
11.9;281;261;5
11.6;463;315;5
11.3;125;114;5
11.4;135;129;5
12.1;87;78;5
11.8;36;28;5
10.6;3;2;5
10.7;2;1;5
10.2;3;1;5
10.3;2;1;5
10.0;3;1;5
8.9;3;2;5
8.3;2;1;5
7.9;3;1;5
8.1;2;1;5
8.5;13;11;5
8.9;46;45;5
9.4;80;79;5
10.0;149;149;5
10.1;213;210;5
11.0;360;349;5
10.7;286;284;5
10.0;138;137;5
9.9;109;108;5
9.7;109;108;5
9.9;84;83;5
10.0;86;86;5
9.5;59;58;5
9.1;18;17;5
9.3;6;5;5
9.3;2;1;5
9.2;2;1;5
9.6;2;1;5
9.4;2;1;5
9.1;2;1;5
9.0;3;1;5
9.1;2;1;5
9.1;2;1;5
9.1;3;2;5
8.8;27;26;5
9.5;36;35;5
10.1;73;72;5
9.9;77;75;5
9.8;96;95;5
10.6;187;186;5
11.1;192;190;5
10.9;197;196;5
11.1;145;142;5
12.1;96;94;5
10.7;93;91;5
11.7;81;79;5
12.8;66;63;5
12.7;35;33;5
12.6;27;19;5
12.3;3;2;5
12.0;2;1;5
11.4;2;1;5
11.7;2;1;5
11.4;2;1;5
10.3;3;1;5
10.3;2;1;5
10.2;2;1;5
10.1;3;2;5
9.9;7;6;5
9.3;30;29;5
9.6;63;62;5
9.2;162;156;5
9.7;174;123;5
10.3;221;207;5
10.8;649;383;5
12.1;264;238;5
11.9;194;184;5
11.4;501;215;5
12.4;169;161;5
10.7;86;83;5
11.1;112;97;5
10.8;123;84;5
10.4;12;10;5
9.8;2;1;5
9.3;2;1;5
9.1;2;1;5
8.8;2;1;5
9.2;3;2;5
9.1;2;1;5
8.8;2;1;5
8.7;2;1;5
8.6;3;1;5
8.7;10;9;5
9.1;81;76;5
9.4;169;161;5
10.4;436;250;5
11.7;688;241;5
12.7;826;135;5
12.4;857;260;5
12.6;556;462;5
13.2;529;429;5
13.7;427;300;5
13.2;284;267;5
13.7;260;234;5
13.1;73;70;5
11.7;25;24;5
9.3;8;7;5
9.0;2;1;5
8.7;2;1;5
8.6;2;1;5
8.2;3;1;5
8.2;2;1;5
7.3;3;2;5
7.5;2;1;5
7.5;2;1;5
7.6;3;2;5
7.8;15;14;5
8.5;84;75;5
9.0;198;184;5
9.9;469;207;5
10.6;475;387;5
10.1;250;245;5
9.9;254;242;5
11.2;643;514;5
11.4;579;422;5
11.7;589;264;5
12.0;585;201;5
11.0;183;160;5
10.8;199;159;5
10.8;88;77;5
10.9;14;12;5
9.9;3;2;5
8.5;2;1;5
8.2;2;1;5
8.3;2;1;5
8.3;2;1;5
8.2;3;1;5
7.9;2;1;5
7.8;2;1;5
7.8;3;2;5
7.7;17;16;5
8.1;24;23;5
8.6;72;70;5
9.6;402;158;5
10.3;724;88;5
10.9;864;108;5
11.7;926;97;5
12.8;943;87;5
13.6;895;170;5
14.8;828;139;5
15.3;659;213;5
15.2;377;283;5
15.0;259;190;5
14.8;99;98;5
13.9;27;26;5
12.8;3;2;5
12.1;2;1;5
11.9;2;1;5
11.5;3;1;5
11.2;2;1;5
11.3;3;1;5
11.4;2;1;5
12.0;3;2;5
10.7;2;1;5
11.0;11;9;5
11.7;74;71;5
12.9;81;79;5
12.6;80;78;5
12.2;94;93;5
12.1;161;160;5
12.7;311;298;5
12.7;314;294;5
13.9;247;240;5
14.0;122;119;5
13.8;67;66;5
13.4;49;48;5
12.5;34;32;5
11.0;10;8;5
10.4;4;3;5
9.6;3;2;5
8.7;2;1;5
8.5;2;1;5
8.3;2;1;5
8.7;2;1;5
8.9;3;1;5
8.8;2;1;5
8.9;2;1;5
9.0;3;2;5
8.9;48;37;5
9.6;200;45;5
10.3;387;58;5
11.1;558;71;5
11.5;717;83;5
12.9;810;139;5
14.2;862;167;5
15.0;887;158;5
15.7;835;201;5
16.3;829;152;5
16.8;715;168;5
17.7;613;212;5
17.7;416;115;5
17.0;190;88;5
16.1;28;27;5
14.5;4;2;5
13.2;3;2;5
10.7;3;2;5
10.0;2;1;5
10.1;2;1;5
9.7;3;1;5
9.1;2;1;5
9.4;2;1;5
9.4;3;1;5
9.2;27;24;5
9.6;86;81;5
10.3;357;69;5
11.3;541;95;5
11.8;630;160;5
12.4;822;108;5
13.1;927;80;5
13.9;940;76;5
14.4;916;77;5
15.3;828;126;5
16.0;692;151;5
16.5;526;183;5
16.4;308;214;5
16.2;170;133;5
15.1;45;44;5
13.5;5;4;5
13.0;2;1;5
12.1;2;1;5
11.6;2;1;5
11.4;2;1;5
11.0;2;1;5
10.6;2;1;5
10.4;2;1;5
10.6;2;1;5
10.8;10;9;5
11.3;41;40;5
11.7;80;79;5
12.0;163;161;5
12.4;202;200;5
12.9;551;356;5
13.1;424;415;5
14.3;497;437;5
15.5;745;442;5
16.3;541;395;5
16.5;220;211;5
13.1;81;80;5
14.2;105;103;5
13.7;109;70;5
13.6;65;52;5
14.1;3;2;5
10.5;4;3;5
10.4;2;1;5
9.6;3;2;5
10.9;2;1;5
10.4;3;1;5
10.0;2;1;5
9.8;3;1;5
9.6;3;2;5
9.8;26;23;5
9.6;47;39;5
9.5;157;151;5
9.7;290;246;5
10.9;679;235;5
11.3;589;355;5
12.1;858;320;5
12.9;944;94;5
13.7;917;81;5
14.4;857;77;5
15.0;735;75;5
15.4;580;68;5
15.1;262;139;5
14.9;205;120;5
14.4;46;36;5
13.8;4;3;5
12.9;3;1;5
12.1;2;1;5
11.1;2;1;5
11.0;2;1;5
10.9;2;1;5
9.9;3;2;5
9.6;2;1;5
9.4;3;2;5
9.1;21;19;5
10.0;124;96;5
10.9;217;103;5
11.6;444;171;5
13.8;686;269;5
14.5;576;476;5
15.4;563;540;5
16.3;560;537;5
17.3;615;578;5
18.3;819;289;5
19.2;452;272;5
19.8;358;279;5
19.4;223;186;5
19.0;108;89;5
17.8;31;29;5
16.4;3;2;5
16.1;2;1;5
15.4;2;1;5
15.1;2;1;5
14.7;2;1;5
14.3;2;1;5
13.8;2;1;5
13.6;2;1;5
13.3;3;2;5
13.1;25;24;5
13.8;79;76;5
14.3;113;108;5
14.6;307;240;5
14.9;433;369;5
16.2;564;438;5
17.2;888;380;5
17.4;1042;306;5
17.5;399;338;5
18.6;661;296;5
18.7;574;264;5
18.8;541;187;5
18.3;336;90;5
17.7;144;41;5
16.8;52;23;5
15.6;5;3;5
14.5;3;1;5
14.2;2;1;5
13.7;2;1;5
13.4;2;1;5
12.7;3;1;5
11.7;3;2;5
10.5;3;1;5
10.3;4;3;5
9.8;36;18;5
11.2;208;36;5
12.3;391;55;5
13.1;565;73;5
13.9;708;92;5
14.6;840;91;5
15.9;918;88;5
17.2;932;86;5
18.8;899;79;5
19.6;840;78;5
20.8;719;74;5
21.4;578;83;5
21.6;386;132;5
21.2;214;52;5
20.5;50;27;5
18.9;5;4;5
18.0;3;1;5
17.4;2;1;5
15.8;3;2;5
15.3;2;1;5
15.1;2;1;5
14.8;2;1;5
14.2;2;1;5
13.4;5;4;5
13.6;42;40;5
14.2;116;109;5
15.0;264;210;5
15.0;429;279;5
15.7;674;164;5
16.8;811;104;5
17.3;852;128;5
18.7;920;113;5
19.9;980;186;5
20.8;746;202;5
22.0;566;236;5
21.4;398;159;5
21.4;423;111;5
20.7;209;63;5
19.4;53;29;5
17.8;6;4;5
17.4;2;1;5
16.8;2;1;5
15.7;3;1;5
14.9;3;1;5
14.0;2;1;5
13.4;2;1;5
12.4;3;1;5
11.3;5;3;5
11.4;36;17;5
12.6;215;35;5
13.8;396;51;5
13.9;566;65;5
14.6;716;72;5
15.7;844;83;5
17.9;922;88;5
20.6;938;82;5
21.6;904;83;5
21.9;849;95;5
22.1;732;86;5
22.1;574;72;5
21.7;398;60;5
20.6;221;45;5
19.1;59;26;5
17.6;6;4;5
16.5;3;1;5
15.6;2;1;5
14.9;3;1;5
13.6;3;1;5
12.9;2;1;5
12.2;3;1;5
11.4;3;1;5
10.8;5;3;5
10.6;36;21;5
12.2;167;61;5
13.1;347;78;5
14.3;550;81;5
14.9;708;85;5
15.7;832;93;5
17.0;913;97;5
18.2;934;87;5
19.6;922;80;5
20.4;850;84;5
20.6;724;83;5
20.8;569;75;5
21.4;396;61;5
21.4;218;45;5
20.6;57;26;5
19.7;5;4;5
19.1;2;1;5
17.8;3;2;5
16.7;3;1;5
16.0;3;2;5
14.7;3;2;5
14.3;2;1;5
13.4;3;1;5
13.0;4;3;5
12.7;37;20;5
14.4;209;37;5
15.5;389;53;5
16.1;560;67;5
16.9;708;76;5
17.7;833;89;5
18.4;907;102;5
20.1;915;99;5
21.1;884;104;5
21.7;811;122;5
22.8;745;135;5
23.8;619;155;5
23.8;369;110;5
23.3;151;71;5
21.4;26;23;5
21.4;4;3;5
20.3;3;2;5
19.3;3;1;5
16.8;3;2;5
17.2;3;1;5
16.3;2;1;5
16.3;2;1;5
15.6;3;1;5
15.0;5;4;5
15.2;44;39;5
15.7;134;100;5
16.2;194;166;5
16.3;194;174;5
16.6;212;180;5
16.4;164;157;5
16.8;225;222;5
16.8;183;181;5
17.4;255;251;5
17.7;272;268;5
17.6;220;217;5
17.9;113;111;5
17.7;67;66;5
17.7;38;36;5
17.6;16;15;5
17.2;3;2;5
16.9;2;1;5
16.8;2;1;5
16.7;2;1;5
16.7;2;1;5
16.6;2;1;5
16.2;2;1;5
16.2;2;1;5
15.9;4;2;5
16.1;28;27;5
16.3;73;72;5
16.9;148;146;5
17.5;448;183;5
18.4;669;191;5
19.1;791;206;5
19.4;545;368;5
20.6;897;435;5
21.0;713;475;5
21.9;795;217;5
22.9;747;148;5
23.1;556;107;5
22.5;312;85;5
22.5;96;61;5
21.9;39;37;5
21.0;7;5;5
19.8;3;2;5
17.4;3;2;5
17.3;2;1;5
16.9;2;1;5
17.0;2;1;5
16.9;2;1;5
16.9;2;1;5
16.9;2;1;5
16.6;5;4;5
17.0;38;36;5
17.3;75;73;5
17.7;228;205;5
18.6;574;188;5
20.1;771;181;5
20.7;905;134;5
21.8;906;103;5
23.1;875;97;5
23.7;819;100;5
24.1;705;102;5
24.4;487;105;5
25.0;165;117;5
24.4;95;89;5
20.9;27;25;5
16.6;4;3;5
16.9;2;1;5
16.8;2;1;5
16.8;2;1;5
16.7;2;1;5
16.5;2;1;5
16.1;2;1;5
16.2;2;1;5
15.9;3;2;5
15.6;13;12;5
15.1;20;19;5
15.1;22;21;5
15.4;99;98;5
16.6;554;300;5
17.6;766;239;5
17.8;904;165;5
17.1;294;262;5
16.8;363;337;5
17.4;491;385;5
17.9;587;263;5
17.5;305;181;5
18.4;462;218;5
17.5;107;103;5
17.4;28;26;5
17.1;4;3;5
16.6;3;2;5
15.7;3;1;5
15.2;2;1;5
14.6;2;1;5
14.9;2;1;5
14.2;3;1;5
14.1;2;1;5
14.5;4;3;5
14.8;39;36;5
15.3;108;103;5
15.8;199;189;5
16.4;520;237;5
16.3;404;230;5
17.7;712;410;5
18.4;793;403;5
19.5;741;392;5
19.5;504;386;5
19.8;380;361;5
21.1;446;403;5
21.1;368;307;5
20.6;211;201;5
19.9;92;90;5
19.1;19;18;5
18.6;4;3;5
18.0;2;1;5
17.5;2;1;5
17.1;2;1;5
16.8;2;1;5
16.3;2;1;5
16.2;2;1;5
16.3;2;1;5
16.4;4;3;5
16.5;32;30;5
17.1;186;103;5
18.3;490;230;5
18.5;303;268;5
19.2;387;299;5
19.4;422;316;5
19.5;332;289;5
20.1;421;358;5
19.6;196;185;5
18.7;136;132;5
19.0;178;174;5
20.1;258;250;5
20.9;224;216;5
19.7;156;139;5
18.7;38;34;5
18.7;5;4;5
18.6;2;1;5
18.1;2;1;5
17.9;2;1;5
17.6;2;1;5
17.4;2;1;5
16.4;3;1;5
15.6;3;1;5
15.5;5;3;5
15.8;23;21;5
16.4;71;69;5
16.6;137;129;5
17.2;233;224;5
17.9;408;379;5
18.8;566;499;5
19.5;639;416;5
18.3;151;146;5
17.3;91;90;5
18.1;118;115;5
18.5;161;159;5
19.4;232;205;5
19.3;106;101;5
18.5;73;62;5
18.0;42;40;5
17.4;6;4;5
16.9;2;1;5
16.5;2;1;5
16.5;2;1;5
16.4;2;1;5
15.9;3;1;5
15.8;2;1;5
15.6;2;1;5
15.4;4;3;5
15.6;37;36;5
16.5;102;99;5
16.8;197;183;5
17.3;398;314;5
17.5;318;312;5
18.3;537;474;5
19.6;934;498;5
20.5;961;292;5
20.1;413;217;5
18.5;97;95;5
16.9;61;59;5
17.7;122;115;5
18.7;138;134;5
18.9;95;85;5
19.0;80;63;5
18.2;7;5;5
17.6;2;1;5
17.2;2;1;5
16.9;2;1;5
16.0;2;1;5
15.5;3;1;5
15.3;2;1;5
15.1;2;1;5
14.9;5;4;5
14.7;37;23;5
15.8;202;46;5
17.5;375;63;5
19.0;543;88;5
18.5;679;101;5
19.2;801;104;5
20.4;856;104;5
22.9;907;100;5
23.4;878;104;5
24.3;829;106;5
24.9;719;92;5
25.3;504;85;5
26.0;410;65;5
24.7;105;44;5
22.9;48;36;5
21.9;9;7;5
21.2;2;1;5
20.9;2;1;5
20.5;2;1;5
19.1;3;2;5
18.0;3;1;5
17.1;2;1;5
16.6;2;1;5
16.9;5;4;5
16.6;40;25;5
17.9;202;48;5
18.5;374;68;5
19.1;543;87;5
19.9;693;93;5
20.6;816;103;5
21.8;900;109;5
23.3;922;104;5
24.6;893;102;5
25.4;812;125;5
26.1;731;103;5
27.0;571;93;5
26.8;409;69;5
26.3;228;50;5
25.1;68;30;5
22.7;7;6;5
22.2;2;1;5
21.7;2;1;5
21.2;2;1;5
20.5;2;1;5
19.0;3;2;5
17.9;2;1;5
17.4;2;1;5
16.9;5;4;5
16.8;62;49;5
18.2;177;88;5
19.4;364;75;5
20.3;548;88;5
20.6;688;101;5
21.5;817;115;5
22.9;901;134;5
24.1;909;158;5
24.6;877;233;5
26.2;825;256;5
25.1;223;190;5
25.2;219;204;5
25.7;244;158;5
25.9;237;98;5
24.6;75;44;5
23.3;12;10;5
22.1;2;1;5
21.3;2;1;5
20.5;2;1;5
20.5;2;1;5
20.1;2;1;5
19.7;2;1;5
19.0;2;1;5
17.8;6;5;5
18.2;38;18;5
19.2;210;34;5
19.9;383;49;5
20.3;550;63;5
21.2;694;71;5
22.8;815;81;5
25.0;901;89;5
25.9;915;81;5
26.6;894;78;5
27.1;835;77;5
27.1;729;72;5
27.0;584;68;5
26.4;413;54;5
25.6;240;42;5
24.5;74;27;5
23.1;7;6;5
22.5;2;1;5
22.1;2;1;5
21.2;3;1;5
20.3;2;1;5
18.9;3;2;5
18.4;2;1;5
17.5;2;1;5
16.9;5;4;5
16.7;39;21;5
18.3;205;39;5
19.2;379;56;5
19.6;546;74;5
20.1;696;84;5
20.8;813;98;5
21.8;888;111;5
22.9;902;102;5
23.9;883;97;5
25.0;826;93;5
26.0;717;88;5
26.4;569;83;5
26.6;395;70;5
26.2;230;51;5
25.5;72;32;5
24.6;8;7;5
24.1;2;1;5
23.2;2;1;5
21.7;3;2;5
20.6;2;1;5
19.9;3;1;5
19.4;3;1;5
19.0;2;1;5
18.4;5;4;5
18.3;38;20;5
19.6;210;38;5
20.6;386;54;5
21.5;552;72;5
22.3;703;82;5
23.1;818;98;5
24.2;909;154;5
25.1;924;139;5
26.1;854;142;5
27.2;839;105;5
27.7;720;107;5
28.0;544;129;5
28.3;364;125;5
28.2;221;95;5
26.9;79;42;5
25.0;9;8;5
24.3;2;1;5
23.8;2;1;5
22.5;3;1;5
21.4;2;1;5
20.7;2;1;5
20.1;2;1;5
19.4;2;1;5
19.1;4;3;5
19.2;35;25;5
20.3;196;58;5
21.7;340;84;5
22.2;541;103;5
22.6;697;135;5
24.0;807;109;5
25.0;893;114;5
25.8;910;104;5
27.1;914;93;5
28.5;849;111;5
28.6;709;126;5
28.2;586;81;5
28.1;417;63;5
28.2;235;49;5
26.6;66;31;5
24.9;7;6;5
23.9;2;1;5
22.7;3;1;5
22.5;2;1;5
21.8;2;1;5
21.2;2;1;5
20.8;2;1;5
20.6;2;1;5
20.0;7;5;5
19.8;39;29;5
21.3;187;60;5
22.5;357;95;5
23.6;523;139;5
23.7;669;169;5
24.6;745;195;5
26.3;853;205;5
27.5;874;199;5
27.6;860;187;5
28.3;751;209;5
28.3;687;215;5
28.8;523;173;5
29.5;374;213;5
28.9;119;89;5
27.3;16;15;5
24.4;4;3;5
22.7;3;2;5
21.6;3;2;5
20.2;3;2;5
19.9;2;1;5
20.0;2;1;5
19.7;2;1;5
19.1;3;1;5
19.0;5;3;5
19.0;41;35;5
19.9;164;81;5
21.0;332;120;5
21.9;503;193;5
22.4;657;205;5
22.8;766;206;5
23.5;847;216;5
25.3;871;209;5
26.5;853;184;5
27.8;807;179;5
29.1;706;188;5
28.6;354;219;5
26.0;205;159;5
24.6;121;97;5
24.2;84;64;5
23.9;7;5;5
23.2;3;1;5
22.4;2;1;5
22.4;2;1;5
22.6;2;1;5
21.9;2;1;5
21.1;2;1;5
20.5;2;1;5
20.5;5;4;5
20.8;20;19;5
21.5;105;99;5
22.2;231;192;5
22.8;316;228;5
24.2;625;280;5
24.0;731;288;5
24.7;827;327;5
25.2;835;323;5
26.0;746;351;5
27.0;724;318;5
27.7;583;287;5
27.9;431;260;5
27.7;337;238;5
27.5;157;123;5
25.8;49;45;5
24.8;6;5;5
25.1;2;1;5
24.8;3;1;5
24.9;2;1;5
24.0;2;1;5
23.7;2;1;5
23.4;2;1;5
22.8;2;1;5
22.3;3;2;5
21.8;12;11;5
21.6;31;30;5
22.2;92;87;5
22.6;207;164;5
23.9;603;294;5
24.5;736;271;5
24.6;756;362;5
24.3;423;257;5
23.6;187;144;5
22.6;258;250;5
24.0;496;298;5
22.3;152;121;5
15.9;9;8;5
17.0;40;39;5
17.2;48;47;5
17.0;12;10;5
17.0;2;1;5
17.1;2;1;5
17.3;2;1;5
17.5;3;1;5
17.0;2;1;5
16.5;2;1;5
16.6;2;1;5
16.8;2;1;5
16.8;12;11;5
17.3;70;69;5
18.1;232;202;5
19.3;540;308;5
19.8;692;124;5
20.3;806;117;5
21.0;886;131;5
22.1;909;133;5
23.3;889;168;5
23.7;563;262;5
23.1;520;262;5
23.0;268;191;5
21.5;87;79;5
19.8;22;20;5
19.3;15;13;5
18.7;4;3;5
18.9;2;1;5
18.4;2;1;5
17.8;3;1;5
17.3;3;2;5
17.0;2;1;5
16.7;3;2;5
15.3;2;1;5
15.1;3;2;5
15.3;5;4;5
14.9;17;16;5
15.6;229;109;5
17.7;559;194;5
19.0;641;161;5
19.7;839;147;5
19.9;912;114;5
21.1;920;97;5
22.1;890;89;5
22.6;837;93;5
22.6;750;110;5
22.3;455;202;5
19.8;66;64;5
19.1;42;38;5
19.5;51;34;5
18.8;8;7;5
18.7;2;1;5
17.7;4;2;5
16.8;2;1;5
16.7;2;1;5
16.2;3;1;5
