stn	time.yy	time.mm	time.dd	time.hh	tre200h0	prestahs	ure200h0	rre150h0	fkl010h0	fkl010h1	dkl010h0	tso100hs	nto000sw	gls	str.diffus	str.direkt	str.vert.E	str.vert.S	str.vert.W	str.vert.N	bodenalbedo	ir.horizontal	ir.vertikal.S	bodenemissivitaet	dewpt	enthalpy	mixratio	wetbulb
Pul	2021	01	01	00	4.1	955.9	79.9	1.9	0.5	NA	218	NA	8	  0	  0	  0	  0	  0	  0	  0	61	290	307	72	0.9	10.5	4.29	2.7
Pul	2021	01	01	01	4.2	955.9	74.9	0.2	0.2	NA	207	NA	8	  0	  0	  0	  0	  0	  0	  0	61	287	305	72	0.2	9.8	4.05	2.4
Pul	2021	01	01	02	3.9	955.9	74.9	0.5	0.2	NA	204	NA	8	  0	  0	  0	  0	  0	  0	  0	61	286	304	72	-0.1	8.7	3.96	2.1
Pul	2021	01	01	03	3.9	955.9	63.2	0.0	0.5	NA	265	NA	8	  0	  0	  0	  0	  0	  0	  0	61	276	300	72	-2.4	8.1	3.34	1.3
Pul	2021	01	01	04	3.8	955.9	62.3	0.0	0.5	NA	218	NA	8	  0	  0	  0	  0	  0	  0	  0	61	275	299	72	-2.7	7.6	3.26	1.1
Pul	2021	01	01	05	3.6	955.9	64.4	0.0	0.9	NA	207	NA	8	  0	  0	  0	  0	  0	  0	  0	61	276	300	72	-2.4	7.3	3.34	1.1
Pul	2021	01	01	06	3.6	955.9	63.0	0.0	0.4	NA	231	NA	8	  0	  0	  0	  0	  0	  0	  0	61	275	298	72	-2.8	6.8	3.25	1.0
Pul	2021	01	01	07	3.5	955.9	61.6	0.0	1.5	NA	192	NA	8	  0	  0	  0	  0	  0	  0	  0	61	273	299	72	-3.2	6.3	3.16	0.8
Pul	2021	01	01	08	3.5	955.9	63.5	0.0	0.8	NA	214	NA	8	  2	  2	  0	  0	  0	  1	  1	61	275	305	72	-2.8	6.6	3.26	0.9
Pul	2021	01	01	09	3.8	955.9	63.2	0.0	3.7	NA	253	NA	8	 46	 46	  0	 27	 28	 24	 24	61	276	307	72	-2.5	8.6	3.32	1.2
Pul	2021	01	01	10	4.1	955.9	57.0	0.0	2.0	NA	140	NA	8	 82	 82	  0	 47	 52	 42	 42	61	271	306	71	-3.6	9.7	3.05	1.0
Pul	2021	01	01	11	4.3	955.9	57.1	0.0	1.5	NA	226	NA	8	 95	 95	  0	 51	 57	 49	 49	61	273	308	72	-3.5	11.2	3.09	1.2
Pul	2021	01	01	12	4.4	955.9	57.6	0.0	2.0	NA	190	NA	8	102	102	  0	 53	 61	 52	 52	61	274	309	72	-3.2	12.4	3.15	1.3
Pul	2021	01	01	13	4.4	956.2	56.8	0.0	2.2	NA	148	NA	8	 94	 94	  0	 48	 55	 50	 48	61	274	309	72	-3.3	12.8	3.12	1.2
Pul	2021	01	01	14	4.4	956.6	58.4	0.0	1.3	NA	190	NA	8	 75	 75	  0	 39	 43	 41	 39	61	276	309	72	-3.0	13.1	3.20	1.4
Pul	2021	01	01	15	4.3	956.9	62.4	0.1	2.9	NA	221	NA	8	 41	 41	  0	 22	 21	 21	 22	61	281	311	72	-2.2	12.9	3.40	1.6
Pul	2021	01	01	16	4.1	957.3	65.7	0.0	1.2	NA	36	NA	7	  3	  3	  0	  2	  0	  0	  2	61	281	310	72	-1.7	11.9	3.53	1.6
Pul	2021	01	01	17	3.9	957.7	67.8	0.0	1.5	NA	200	NA	7	  0	  0	  0	  0	  0	  0	  0	61	280	305	73	-1.5	11.5	3.58	1.6
Pul	2021	01	01	18	3.7	958.0	67.7	0.0	0.8	NA	187	NA	6	  0	  0	  0	  0	  0	  0	  0	61	278	303	73	-1.7	11.0	3.53	1.4
Pul	2021	01	01	19	3.5	958.4	69.5	0.0	0.9	NA	191	NA	6	  0	  0	  0	  0	  0	  0	  0	61	277	302	73	-1.5	10.6	3.57	1.4
Pul	2021	01	01	20	3.3	958.7	70.3	0.0	1.0	NA	204	NA	6	  0	  0	  0	  0	  0	  0	  0	61	275	301	73	-1.6	10.1	3.55	1.2
Pul	2021	01	01	21	3.1	959.1	68.5	0.0	0.3	NA	165	NA	5	  0	  0	  0	  0	  0	  0	  0	61	272	299	72	-2.1	9.3	3.41	0.9
Pul	2021	01	01	22	2.9	959.5	62.7	0.0	0.2	NA	220	NA	5	  0	  0	  0	  0	  0	  0	  0	61	265	294	72	-3.5	8.2	3.07	0.4
Pul	2021	01	01	23	2.7	959.8	66.0	0.0	0.2	NA	171	NA	4	  0	  0	  0	  0	  0	  0	  0	61	265	295	72	-3.0	8.0	3.19	0.4
Pul	2021	01	02	00	2.5	960.2	66.5	0.0	0.3	NA	247	NA	4	  0	  0	  0	  0	  0	  0	  0	48	264	294	72	-3.0	7.8	3.18	0.3
Pul	2021	01	02	01	2.4	960.6	64.9	0.0	2.2	NA	175	NA	4	  0	  0	  0	  0	  0	  0	  0	48	261	295	72	-3.5	7.4	3.07	0.1
Pul	2021	01	02	02	2.2	960.9	67.3	0.0	3.7	NA	190	NA	3	  0	  0	  0	  0	  0	  0	  0	48	261	297	72	-3.2	7.4	3.14	0.0
Pul	2021	01	02	03	2.2	961.3	68.0	0.0	2.2	NA	65	NA	3	  0	  0	  0	  0	  0	  0	  0	48	260	294	72	-3.1	7.4	3.16	0.1
Pul	2021	01	02	04	2.1	961.6	70.5	0.0	3.3	NA	187	NA	2	  0	  0	  0	  0	  0	  0	  0	48	260	296	72	-2.7	7.6	3.26	0.2
Pul	2021	01	02	05	2.0	962.0	71.7	0.0	1.5	NA	35	NA	2	  0	  0	  0	  0	  0	  0	  0	48	259	293	72	-2.5	7.5	3.29	0.2
Pul	2021	01	02	06	2.0	962.4	71.7	0.0	2.0	NA	187	NA	2	  0	  0	  0	  0	  0	  0	  0	48	258	293	72	-2.6	7.6	3.28	0.2
Pul	2021	01	02	07	1.9	962.7	68.7	0.0	0.4	NA	119	NA	1	  0	  0	  0	  0	  0	  0	  0	48	254	289	72	-3.2	7.4	3.13	-0.1
Pul	2021	01	02	08	2.0	963.1	67.3	0.0	0.8	NA	219	NA	1	  5	  5	  0	  0	  0	  3	  3	48	253	297	72	-3.4	7.3	3.09	-0.1
Pul	2021	01	02	09	3.3	963.4	67.2	0.0	0.6	NA	181	NA	0	123	 36	576	469	506	 35	 35	48	258	306	72	-2.2	10.4	3.38	1.0
Pul	2021	01	02	10	4.5	963.8	62.9	0.0	0.9	NA	192	NA	0	231	 47	721	435	715	 51	 51	48	257	312	73	-1.9	12.8	3.44	1.8
Pul	2021	01	02	11	5.5	964.2	62.0	0.0	0.4	NA	211	NA	0	298	 52	760	280	815	 60	 60	48	260	318	73	-1.2	15.1	3.63	2.6
Pul	2021	01	02	12	6.2	964.5	58.5	0.0	1.5	NA	221	NA	0	331	 49	804	 89	864	 66	 66	48	260	320	73	-1.3	16.4	3.60	3.0
Pul	2021	01	02	13	6.6	964.3	57.0	0.0	1.7	NA	196	NA	0	310	 50	782	 64	828	240	 64	48	261	321	73	-1.3	17.1	3.61	3.2
Pul	2021	01	02	14	6.7	964.1	60.6	0.0	0.7	NA	195	NA	0	248	 45	738	 52	744	405	 52	48	266	323	73	-0.3	17.9	3.87	3.6
Pul	2021	01	02	15	6.4	963.9	64.0	0.0	1.3	NA	202	NA	0	146	 40	596	 39	545	462	 39	48	270	321	74	0.1	17.5	3.99	3.6
Pul	2021	01	02	16	5.5	963.6	68.9	0.0	0.8	NA	201	NA	1	 12	 12	  0	  6	  3	  2	  6	48	270	314	74	0.3	16.1	4.06	3.1
Pul	2021	01	02	17	5.4	963.4	74.9	0.0	1.0	NA	231	NA	1	  0	  0	  0	  0	  0	  0	  0	48	274	309	77	1.3	16.4	4.36	3.5
Pul	2021	01	02	18	5.2	963.2	69.0	0.0	0.2	NA	197	NA	2	  0	  0	  0	  0	  0	  0	  0	48	270	304	76	0.0	15.0	3.97	2.9
Pul	2021	01	02	19	5.0	963.0	72.1	0.0	0.1	NA	213	NA	2	  0	  0	  0	  0	  0	  0	  0	48	272	305	76	0.4	14.9	4.10	2.9
Pul	2021	01	02	20	4.8	962.7	81.2	0.0	0.1	NA	243	NA	2	  0	  0	  0	  0	  0	  0	  0	48	278	307	77	1.9	15.5	4.56	3.4
Pul	2021	01	02	21	4.7	962.5	87.5	0.0	0.0	NA	290	NA	3	  0	  0	  0	  0	  0	  0	  0	48	282	311	80	2.8	15.8	4.86	3.8
Pul	2021	01	02	22	4.5	962.3	84.8	0.0	0.0	NA	267	NA	3	  0	  0	  0	  0	  0	  0	  0	48	280	310	80	2.2	14.8	4.65	3.4
Pul	2021	01	02	23	4.3	962.1	90.3	0.0	0.0	NA	323	NA	3	  0	  0	  0	  0	  0	  0	  0	48	283	311	80	2.9	15.0	4.90	3.6
Pul	2021	01	03	00	4.1	961.8	93.2	0.0	0.0	NA	299	NA	4	  0	  0	  0	  0	  0	  0	  0	44	285	311	80	3.1	14.6	4.99	3.6
Pul	2021	01	03	01	3.9	961.6	95.4	0.0	0.0	NA	305	NA	4	  0	  0	  0	  0	  0	  0	  0	44	286	311	83	3.3	14.2	5.04	3.5
Pul	2021	01	03	02	3.8	961.4	91.5	0.0	0.1	NA	302	NA	5	  0	  0	  0	  0	  0	  0	  0	44	283	305	83	2.5	13.0	4.77	3.2
Pul	2021	01	03	03	3.7	961.2	93.8	0.0	0.1	NA	306	NA	5	  0	  0	  0	  0	  0	  0	  0	44	285	306	83	2.7	12.9	4.86	3.2
Pul	2021	01	03	04	3.6	960.9	95.1	0.0	0.2	NA	309	NA	5	  0	  0	  0	  0	  0	  0	  0	44	286	306	83	2.9	12.7	4.90	3.2
Pul	2021	01	03	05	3.5	960.7	98.2	0.0	0.1	NA	306	NA	6	  0	  0	  0	  0	  0	  0	  0	44	288	306	86	3.2	12.6	5.02	3.3
Pul	2021	01	03	06	3.4	960.5	100.0	0.0	0.3	NA	308	NA	6	  0	  0	  0	  0	  0	  0	  0	44	289	307	86	3.4	13.3	5.09	3.4
Pul	2021	01	03	07	3.3	960.3	100.0	0.0	0.5	NA	300	NA	7	  0	  0	  0	  0	  0	  0	  0	44	289	306	86	3.3	12.9	5.07	3.3
Pul	2021	01	03	08	3.4	960.1	100.0	0.0	0.8	NA	306	NA	7	  4	  4	  0	  0	  0	  2	  2	44	291	313	86	3.4	12.9	5.09	3.4
Pul	2021	01	03	09	4.0	959.8	100.0	0.0	0.9	NA	282	NA	7	 74	 62	 80	127	134	 34	 34	44	295	319	88	4.0	14.4	5.33	4.0
Pul	2021	01	03	10	4.6	959.6	88.8	0.0	2.9	NA	283	NA	8	136	111	 95	143	204	 59	 59	44	290	318	88	2.9	14.6	4.93	3.8
Pul	2021	01	03	11	5.2	959.4	85.1	0.0	2.2	NA	205	NA	7	191	149	131	139	282	 79	 79	44	288	321	83	2.9	15.6	4.91	4.1
Pul	2021	01	03	12	5.5	959.2	83.6	0.0	2.9	NA	225	NA	8	204	166	108	 90	257	 84	 84	44	289	322	75	3.0	16.6	4.96	4.3
Pul	2021	01	03	13	5.8	959.3	85.6	0.0	1.3	NA	194	NA	8	193	155	112	 81	273	125	 81	44	292	324	75	3.5	17.4	5.15	4.7
Pul	2021	01	03	14	5.7	959.5	84.7	0.0	0.4	NA	235	NA	8	117	110	 26	 56	117	 87	 56	44	297	324	83	3.3	17.5	5.07	4.5
Pul	2021	01	03	15	5.4	959.7	80.8	0.0	0.9	NA	249	NA	8	 58	 58	  0	 30	 37	 36	 30	44	297	322	82	2.4	16.2	4.74	4.0
Pul	2021	01	03	16	5.0	959.9	83.7	0.0	3.3	NA	232	NA	7	  4	  4	  0	  2	  0	  0	  2	44	295	320	82	2.4	15.1	4.76	3.8
Pul	2021	01	03	17	4.8	960.1	87.1	0.0	7.4	NA	204	NA	7	  0	  0	  0	  0	  0	  0	  0	44	295	319	82	2.9	14.8	4.90	3.8
Pul	2021	01	03	18	4.7	960.3	92.4	0.0	4.5	NA	30	NA	6	  0	  0	  0	  0	  0	  0	  0	44	297	319	85	3.6	14.7	5.16	4.1
Pul	2021	01	03	19	4.5	960.5	90.6	0.0	1.5	NA	22	NA	6	  0	  0	  0	  0	  0	  0	  0	44	293	314	85	3.1	13.8	5.00	3.8
Pul	2021	01	03	20	4.4	960.7	94.6	0.0	1.5	NA	194	NA	6	  0	  0	  0	  0	  0	  0	  0	44	294	313	85	3.6	13.6	5.17	4.0
Pul	2021	01	03	21	4.3	960.9	97.9	0.0	2.0	NA	178	NA	5	  0	  0	  0	  0	  0	  0	  0	44	294	315	85	4.0	13.3	5.30	4.1
Pul	2021	01	03	22	4.1	961.0	100.0	0.0	1.5	NA	130	NA	5	  0	  0	  0	  0	  0	  0	  0	44	293	313	88	4.1	12.8	5.36	4.1
Pul	2021	01	03	23	4.0	961.2	100.0	0.0	1.5	NA	160	NA	4	  0	  0	  0	  0	  0	  0	  0	44	291	313	88	4.0	12.2	5.30	4.0
Pul	2021	01	04	00	3.9	961.4	98.6	0.0	1.2	NA	188	NA	4	  0	  0	  0	  0	  0	  0	  0	42	288	311	88	3.7	11.7	5.18	3.8
Pul	2021	01	04	01	3.7	961.6	97.7	0.0	1.2	NA	195	NA	4	  0	  0	  0	  0	  0	  0	  0	42	285	309	88	3.4	11.1	5.09	3.5
Pul	2021	01	04	02	3.6	961.8	92.8	0.0	2.0	NA	167	NA	3	  0	  0	  0	  0	  0	  0	  0	42	281	308	87	2.6	10.0	4.79	3.1
Pul	2021	01	04	03	3.5	962.0	93.6	0.0	2.4	NA	108	NA	3	  0	  0	  0	  0	  0	  0	  0	42	280	308	90	2.6	9.8	4.80	3.0
Pul	2021	01	04	04	3.5	962.2	97.8	0.0	4.2	NA	32	NA	2	  0	  0	  0	  0	  0	  0	  0	42	280	311	90	3.1	9.9	4.99	3.3
Pul	2021	01	04	05	3.4	962.4	92.6	0.0	1.3	NA	335	NA	2	  0	  0	  0	  0	  0	  0	  0	42	276	305	90	2.3	8.7	4.70	2.9
Pul	2021	01	04	06	3.3	962.6	94.4	0.0	0.4	NA	123	NA	2	  0	  0	  0	  0	  0	  0	  0	42	275	303	90	2.5	8.5	4.78	2.9
Pul	2021	01	04	07	3.3	962.7	95.8	0.0	0.3	NA	191	NA	1	  0	  0	  0	  0	  0	  0	  0	42	275	303	90	2.7	8.4	4.83	3.0
Pul	2021	01	04	08	3.4	962.9	94.9	0.0	0.4	NA	228	NA	1	  4	  4	  0	  0	  0	  2	  2	42	273	310	93	2.6	8.5	4.81	3.0
Pul	2021	01	04	09	4.8	963.1	90.8	0.0	0.2	NA	216	NA	0	138	 42	632	515	551	 40	 40	42	277	321	93	3.4	10.0	5.10	4.1
Pul	2021	01	04	10	6.0	963.3	84.1	0.0	0.5	NA	229	NA	0	241	 49	745	453	737	 53	 53	42	278	327	93	3.6	11.1	5.14	4.8
Pul	2021	01	04	11	6.9	963.5	78.3	0.0	0.3	NA	216	NA	3	295	 95	613	272	735	 78	 78	42	280	329	93	3.5	11.9	5.10	5.2
Pul	2021	01	04	12	7.5	963.7	77.1	0.0	1.3	NA	217	NA	4	276	110	471	 95	621	 78	 78	42	287	332	93	3.8	12.7	5.21	5.6
Pul	2021	01	04	13	7.8	963.5	78.6	0.0	0.3	NA	213	NA	4	261	100	478	 72	606	193	 72	42	290	334	93	4.3	13.3	5.41	6.0
Pul	2021	01	04	14	7.8	963.4	75.5	0.0	0.2	NA	212	NA	3	216	 73	513	 60	586	327	 60	42	288	333	96	3.8	12.7	5.21	5.8
Pul	2021	01	04	15	7.4	963.2	77.3	0.0	0.2	NA	269	NA	3	128	 58	387	 41	402	343	 41	42	290	330	96	3.7	12.1	5.19	5.6
Pul	2021	01	04	16	6.6	963.0	77.4	0.0	0.4	NA	267	NA	4	 16	 16	  0	  8	  6	  5	  8	42	286	322	96	2.9	12.9	4.90	4.8
Pul	2021	01	04	17	6.5	962.8	84.4	0.0	1.0	NA	182	NA	4	  0	  0	  0	  0	  0	  0	  0	42	291	318	93	4.1	12.4	5.34	5.3
Pul	2021	01	04	18	6.5	962.7	92.6	0.0	1.0	NA	220	NA	4	  0	  0	  0	  0	  0	  0	  0	42	296	321	93	5.4	12.1	5.85	5.9
Pul	2021	01	04	19	6.5	962.5	90.7	0.0	1.5	NA	200	NA	4	  0	  0	  0	  0	  0	  0	  0	42	296	321	93	5.0	11.5	5.72	5.8
Pul	2021	01	04	20	6.4	962.3	93.2	0.0	0.5	NA	214	NA	4	  0	  0	  0	  0	  0	  0	  0	42	298	320	93	5.4	11.3	5.87	5.8
Pul	2021	01	04	21	6.4	962.2	91.3	0.0	1.2	NA	227	NA	5	  0	  0	  0	  0	  0	  0	  0	42	297	320	93	5.1	10.7	5.73	5.7
Pul	2021	01	04	22	6.4	962.0	89.2	0.0	0.9	NA	232	NA	5	  0	  0	  0	  0	  0	  0	  0	42	296	319	90	4.7	10.0	5.59	5.5
Pul	2021	01	04	23	6.3	961.8	94.9	0.0	0.8	NA	211	NA	5	  0	  0	  0	  0	  0	  0	  0	42	300	321	90	5.6	10.1	5.94	5.9
Pul	2021	01	05	00	6.3	961.7	81.0	0.0	3.3	NA	199	NA	5	  0	  0	  0	  0	  0	  0	  0	42	291	320	90	3.3	8.8	5.07	4.8
Pul	2021	01	05	01	6.4	961.5	78.6	0.0	4.2	NA	174	NA	5	  0	  0	  0	  0	  0	  0	  0	42	290	320	90	2.9	8.2	4.92	4.7
Pul	2021	01	05	02	6.4	961.3	79.2	0.0	2.0	NA	7	NA	6	  0	  0	  0	  0	  0	  0	  0	42	291	318	90	3.1	8.0	4.97	4.8
Pul	2021	01	05	03	6.4	961.2	77.1	0.0	0.9	NA	186	NA	6	  0	  0	  0	  0	  0	  0	  0	42	290	316	87	2.7	7.0	4.84	4.6
Pul	2021	01	05	04	6.4	961.0	77.3	0.0	2.9	NA	195	NA	6	  0	  0	  0	  0	  0	  0	  0	42	291	319	87	2.7	6.9	4.85	4.6
Pul	2021	01	05	05	6.4	960.8	85.9	0.0	1.5	NA	43	NA	6	  0	  0	  0	  0	  0	  0	  0	42	298	320	87	4.2	7.1	5.41	5.3
Pul	2021	01	05	06	6.4	960.6	80.1	0.0	2.4	NA	190	NA	7	  0	  0	  0	  0	  0	  0	  0	42	294	319	87	3.3	6.5	5.04	4.8
Pul	2021	01	05	07	6.4	960.5	78.6	0.0	0.9	NA	46	NA	7	  0	  0	  0	  0	  0	  0	  0	42	294	316	87	3.0	6.3	4.95	4.7
Pul	2021	01	05	08	6.6	960.3	79.0	0.0	0.7	NA	232	NA	7	  7	  7	  0	  0	  1	  4	  4	42	296	324	84	3.3	6.7	5.04	4.9
Pul	2021	01	05	09	7.6	960.1	73.6	0.0	0.4	NA	190	NA	7	 73	 62	 70	120	126	 34	 34	42	297	329	84	3.2	8.1	5.03	5.4
Pul	2021	01	05	10	8.5	960.0	70.4	0.0	0.2	NA	220	NA	7	136	108	109	147	209	 58	 58	42	298	333	84	3.5	9.5	5.13	6.0
Pul	2021	01	05	11	9.9	959.8	65.6	0.0	0.2	NA	200	NA	5	258	125	404	225	561	 82	 82	42	290	339	78	3.8	11.3	5.24	6.8
Pul	2021	01	05	12	10.4	959.6	60.7	0.0	0.3	NA	212	NA	7	212	151	171	 91	323	 82	 82	42	297	340	84	3.2	11.7	5.03	6.8
Pul	2021	01	05	13	10.0	959.5	65.9	0.0	1.2	NA	219	NA	8	 77	 77	  0	 40	 41	 41	 40	42	314	342	96	3.9	11.8	5.29	6.9
Pul	2021	01	05	14	9.8	959.4	65.0	0.0	0.9	NA	214	NA	8	111	107	 14	 54	 85	 70	 54	42	306	339	93	3.6	11.5	5.18	6.7
Pul	2021	01	05	15	9.6	959.2	67.6	0.0	0.9	NA	228	NA	8	 80	 71	 49	 37	101	 90	 37	42	305	337	93	3.9	11.2	5.29	6.7
Pul	2021	01	05	16	9.0	959.1	66.9	0.0	2.2	NA	236	NA	8	 10	 10	  0	  6	  2	  1	  6	42	301	332	93	3.2	9.9	5.02	6.1
Pul	2021	01	05	17	8.9	959.0	63.9	0.0	2.9	NA	191	NA	8	  0	  0	  0	  0	  0	  0	  0	42	299	326	92	2.5	9.1	4.77	5.8
Pul	2021	01	05	18	8.8	958.8	63.1	0.0	2.6	NA	118	NA	8	  0	  0	  0	  0	  0	  0	  0	42	298	325	92	2.2	8.5	4.69	5.6
Pul	2021	01	05	19	8.8	958.7	63.7	0.0	0.6	NA	117	NA	8	  0	  0	  0	  0	  0	  0	  0	42	298	323	92	2.3	8.1	4.72	5.7
Pul	2021	01	05	20	8.7	958.6	66.7	0.0	2.0	NA	209	NA	8	  0	  0	  0	  0	  0	  0	  0	42	301	326	92	2.9	8.0	4.91	5.8
Pul	2021	01	05	21	8.6	958.4	66.0	0.0	2.0	NA	194	NA	8	  0	  0	  0	  0	  0	  0	  0	42	300	325	92	2.7	7.5	4.84	5.7
Pul	2021	01	05	22	8.6	958.3	64.6	0.0	1.2	NA	125	NA	8	  0	  0	  0	  0	  0	  0	  0	42	299	323	92	2.3	6.9	4.72	5.6
Pul	2021	01	05	23	8.5	958.2	65.6	0.0	1.5	NA	168	NA	8	  0	  0	  0	  0	  0	  0	  0	42	300	324	92	2.4	6.6	4.77	5.6
Pul	2021	01	06	00	8.3	958.0	75.0	0.5	3.7	NA	183	NA	8	  0	  0	  0	  0	  0	  0	  0	64	307	329	92	4.1	5.7	5.39	6.2
Pul	2021	01	06	01	7.7	957.9	80.0	3.0	3.7	NA	330	NA	8	  0	  0	  0	  0	  0	  0	  0	64	308	329	93	4.5	7.3	5.53	6.1
Pul	2021	01	06	02	8.0	957.8	75.0	1.0	2.9	NA	1	NA	8	  0	  0	  0	  0	  0	  0	  0	64	306	328	93	3.9	7.6	5.30	5.9
Pul	2021	01	06	03	8.2	957.6	80.0	0.1	2.2	NA	4	NA	8	  0	  0	  0	  0	  0	  0	  0	64	311	330	93	5.0	7.3	5.72	6.5
Pul	2021	01	06	04	8.1	957.5	75.0	0.3	1.7	NA	28	NA	8	  0	  0	  0	  0	  0	  0	  0	64	307	327	93	4.0	7.0	5.33	6.0
Pul	2021	01	06	05	8.1	957.3	80.0	0.0	1.3	NA	12	NA	8	  0	  0	  0	  0	  0	  0	  0	64	311	329	93	4.9	6.7	5.69	6.4
Pul	2021	01	06	06	8.1	957.2	75.0	0.1	1.7	NA	34	NA	8	  0	  0	  0	  0	  0	  0	  0	64	307	327	93	4.0	6.5	5.32	6.0
Pul	2021	01	06	07	8.1	957.1	80.0	0.0	1.5	NA	48	NA	8	  0	  0	  0	  0	  0	  0	  0	64	312	329	93	4.9	6.3	5.68	6.4
Pul	2021	01	06	08	8.2	956.9	80.0	0.0	1.2	NA	9	NA	8	  2	  2	  0	  0	  0	  1	  1	64	312	335	93	4.9	6.4	5.70	6.5
Pul	2021	01	06	09	8.6	956.8	75.0	0.0	0.3	NA	115	NA	8	 46	 46	  0	 27	 27	 24	 24	64	311	337	93	4.5	7.5	5.52	6.5
Pul	2021	01	06	10	9.0	956.7	75.0	0.0	0.7	NA	214	NA	8	 76	 76	  0	 42	 45	 39	 39	64	314	339	92	4.8	6.4	5.67	6.8
Pul	2021	01	06	11	9.3	956.5	75.0	0.0	1.3	NA	216	NA	8	 92	 92	  0	 49	 54	 47	 47	64	316	342	92	5.1	6.4	5.78	7.1
Pul	2021	01	06	12	9.5	956.4	56.3	0.0	2.9	NA	204	NA	8	 94	 94	  0	 48	 53	 48	 48	64	301	335	92	1.2	7.3	4.38	5.6
Pul	2021	01	06	13	9.6	956.8	63.3	0.0	3.7	NA	30	NA	8	104	104	  0	 53	 63	 55	 53	64	307	338	92	3.0	8.4	4.98	6.3
Pul	2021	01	06	14	9.6	957.1	61.5	0.0	3.7	NA	1	NA	8	 56	 56	  0	 30	 28	 29	 30	64	309	338	95	2.6	8.1	4.82	6.2
Pul	2021	01	06	15	9.4	957.4	59.5	0.0	2.0	NA	343	NA	8	 36	 36	  0	 19	 16	 17	 19	64	307	336	95	2.0	7.3	4.62	5.8
Pul	2021	01	06	16	9.2	957.8	59.8	0.0	0.4	NA	19	NA	7	  6	  6	  0	  3	  0	  0	  3	64	305	334	92	1.8	6.6	4.57	5.7
Pul	2021	01	06	17	9.0	958.1	56.8	0.0	0.1	NA	210	NA	7	  0	  0	  0	  0	  0	  0	  0	64	299	324	92	1.0	5.8	4.28	5.2
Pul	2021	01	06	18	8.9	958.4	58.4	0.0	0.1	NA	221	NA	6	  0	  0	  0	  0	  0	  0	  0	64	299	324	92	1.2	5.4	4.35	5.3
Pul	2021	01	06	19	8.7	958.8	60.1	0.0	0.0	NA	215	NA	6	  0	  0	  0	  0	  0	  0	  0	64	298	327	92	1.4	5.1	4.43	5.3
Pul	2021	01	06	20	8.5	959.1	61.3	0.0	0.2	NA	258	NA	6	  0	  0	  0	  0	  0	  0	  0	64	297	323	92	1.5	4.7	4.46	5.2
Pul	2021	01	06	21	8.4	959.5	62.8	0.0	0.1	NA	254	NA	5	  0	  0	  0	  0	  0	  0	  0	64	296	323	92	1.7	4.4	4.52	5.3
Pul	2021	01	06	22	8.2	959.8	59.7	0.0	0.1	NA	288	NA	5	  0	  0	  0	  0	  0	  0	  0	64	291	320	93	0.8	5.9	4.24	4.8
Pul	2021	01	06	23	8.0	960.1	57.6	0.0	0.0	NA	300	NA	4	  0	  0	  0	  0	  0	  0	  0	64	287	321	93	0.2	5.8	4.04	4.4
Pul	2021	01	07	00	7.5	960.5	61.1	0.0	0.1	NA	301	NA	4	  0	  0	  0	  0	  0	  0	  0	63	286	317	93	0.5	5.6	4.14	4.3
Pul	2021	01	07	01	6.9	960.8	66.4	0.0	0.0	NA	304	NA	4	  0	  0	  0	  0	  0	  0	  0	63	286	318	93	1.1	4.9	4.31	4.2
Pul	2021	01	07	02	6.4	961.1	69.6	0.0	0.1	NA	309	NA	3	  0	  0	  0	  0	  0	  0	  0	63	285	314	93	1.2	4.3	4.36	4.0
Pul	2021	01	07	03	6.1	961.5	66.3	0.0	0.3	NA	333	NA	3	  0	  0	  0	  0	  0	  0	  0	63	279	311	93	0.3	3.9	4.07	3.5
Pul	2021	01	07	04	5.8	961.8	71.6	0.0	0.5	NA	273	NA	2	  0	  0	  0	  0	  0	  0	  0	63	281	312	93	1.1	3.6	4.31	3.6
Pul	2021	01	07	05	5.5	962.2	72.4	0.0	0.2	NA	301	NA	2	  0	  0	  0	  0	  0	  0	  0	63	278	309	93	1.0	3.2	4.27	3.4
Pul	2021	01	07	06	5.3	962.5	74.0	0.0	0.1	NA	308	NA	2	  0	  0	  0	  0	  0	  0	  0	63	277	308	92	1.1	2.9	4.30	3.4
Pul	2021	01	07	07	5.1	962.8	73.9	0.0	0.3	NA	302	NA	1	  0	  0	  0	  0	  0	  0	  0	63	275	307	92	0.9	2.7	4.23	3.2
Pul	2021	01	07	08	5.1	963.2	76.3	0.0	0.3	NA	270	NA	1	  5	  5	  0	  0	  0	  2	  2	63	275	316	92	1.3	2.8	4.38	3.3
Pul	2021	01	07	09	6.1	963.5	72.8	0.0	0.3	NA	292	NA	0	122	 46	492	434	458	 38	 38	63	277	323	93	1.6	3.9	4.47	4.0
Pul	2021	01	07	10	7.0	963.8	73.7	0.0	0.5	NA	272	NA	0	221	 55	635	408	653	 52	 52	63	280	330	92	2.7	4.1	4.81	4.9
Pul	2021	01	07	11	7.9	964.2	71.3	0.0	0.8	NA	318	NA	0	303	 51	763	288	813	 60	 60	63	280	335	92	3.1	5.1	4.96	5.5
Pul	2021	01	07	12	8.5	964.5	73.7	0.0	0.3	NA	282	NA	0	333	 54	778	 95	856	 64	 64	63	284	340	93	4.1	6.2	5.34	6.3
