stn	time.yy	time.mm	time.dd	time.hh	tre200h0	prestahs	ure200h0	rre150h0	fkl010h0	fkl010h1	dkl010h0	tso100hs	nto000sw	gls	str.diffus	str.direkt	str.vert.E	str.vert.S	str.vert.W	str.vert.N	bodenalbedo	ir.horizontal	ir.vertikal.S	bodenemissivitaet	dewpt	enthalpy	mixratio	wetbulb
Pul	2021	07	15	06	12.9	965.6	72.9	0.0	0.0	NA	109	NA	0	193	 42	620	684	 45	 45	237	20	309	359	97	8.1	27.0	7.07	10.2
Pul	2021	07	15	07	14.2	965.6	66.1	0.0	0.2	NA	114	NA	0	370	 50	782	819	 69	 69	156	20	306	369	97	8.0	27.0	7.01	10.7
Pul	2021	07	15	08	15.6	965.6	57.8	0.0	0.4	NA	35	NA	0	549	 59	867	838	145	 90	 90	20	303	377	97	7.3	28.7	6.69	11.0
Pul	2021	07	15	09	17.0	965.6	49.4	0.0	0.8	NA	62	NA	0	708	 76	901	759	305	110	110	20	299	384	97	6.3	29.7	6.23	11.2
Pul	2021	07	15	10	18.2	965.5	42.0	0.0	0.5	NA	6	NA	0	835	 93	918	609	434	126	126	20	295	391	92	5.1	29.3	5.73	11.1
Pul	2021	07	15	11	19.3	965.5	38.7	0.0	0.3	NA	154	NA	0	918	105	925	406	520	134	134	20	296	398	89	4.9	30.3	5.65	11.5
Pul	2021	07	15	12	20.1	965.5	36.6	0.0	0.7	NA	179	NA	0	957	107	937	172	557	136	136	20	296	401	90	4.9	31.9	5.64	11.8
Pul	2021	07	15	13	20.8	965.6	38.8	0.0	0.4	NA	286	NA	0	946	101	948	135	542	342	135	20	302	407	94	6.3	32.7	6.20	12.7
Pul	2021	07	15	14	21.1	965.6	40.4	0.0	2.0	NA	279	NA	0	881	 92	947	128	472	562	128	20	307	404	92	7.2	33.5	6.62	13.2
Pul	2021	07	15	15	21.3	965.6	40.3	0.0	1.7	NA	164	NA	0	772	 75	945	115	355	742	115	20	308	402	92	7.3	35.3	6.65	13.3
Pul	2021	07	15	16	21.1	965.6	44.1	0.0	0.8	NA	205	NA	0	625	 61	927	 98	201	860	 98	20	313	401	97	8.4	34.8	7.22	13.7
Pul	2021	07	15	17	20.5	965.7	45.5	0.0	0.7	NA	157	NA	0	445	 48	869	 75	 75	882	124	20	314	394	97	8.4	34.2	7.19	13.5
Pul	2021	07	15	18	19.7	965.7	51.4	0.0	0.7	NA	261	NA	0	261	 43	745	 55	 55	792	235	20	320	388	97	9.4	34.0	7.70	13.7
Pul	2021	07	15	19	18.6	965.7	54.1	0.0	0.7	NA	166	NA	0	 96	 33	500	 30	 30	546	259	20	324	381	97	9.1	33.7	7.56	13.1
Pul	2021	07	15	20	17.4	965.7	57.4	0.0	1.0	NA	167	NA	0	  1	  1	  0	  0	  0	  0	  0	20	321	373	97	8.9	32.4	7.46	12.5
Pul	2021	07	15	21	16.6	965.7	63.3	0.0	0.7	NA	258	NA	0	  0	  0	  0	  0	  0	  0	  0	20	322	363	97	9.6	32.2	7.82	12.5
Pul	2021	07	15	22	15.8	965.8	67.3	0.0	0.6	NA	217	NA	0	  0	  0	  0	  0	  0	  0	  0	20	321	359	97	9.7	31.7	7.88	12.3
Pul	2021	07	15	23	15.0	965.8	65.8	0.0	1.3	NA	178	NA	0	  0	  0	  0	  0	  0	  0	  0	20	316	356	97	8.6	31.2	7.32	11.4
Pul	2021	07	16	00	14.7	965.8	66.2	0.0	1.8	NA	197	NA	0	  0	  0	  0	  0	  0	  0	  0	20	315	356	97	8.5	32.4	7.24	11.2
Pul	2021	07	16	01	14.4	965.8	72.8	0.0	0.5	NA	148	NA	0	  0	  0	  0	  0	  0	  0	  0	20	318	354	97	9.6	28.2	7.80	11.6
Pul	2021	07	16	02	14.2	965.9	71.0	0.0	1.7	NA	142	NA	0	  0	  0	  0	  0	  0	  0	  0	20	316	355	97	9.0	30.3	7.51	11.2
Pul	2021	07	16	03	14.0	965.9	73.9	0.0	0.3	NA	158	NA	0	  0	  0	  0	  0	  0	  0	  0	20	317	352	97	9.4	30.6	7.72	11.4
Pul	2021	07	16	04	13.9	965.9	74.2	0.0	0.7	NA	181	NA	0	  0	  0	  0	  0	  0	  0	  0	20	316	352	97	9.4	28.3	7.68	11.3
Pul	2021	07	16	05	14.2	965.9	70.6	0.0	1.7	NA	173	NA	0	 20	 20	  0	  9	 10	 10	  9	20	315	362	97	8.9	31.5	7.46	11.2
Pul	2021	07	16	06	15.6	965.9	66.9	0.0	2.9	NA	111	NA	0	188	 44	597	666	 46	 46	231	20	320	373	97	9.5	31.6	7.77	12.1
Pul	2021	07	16	07	17.2	966.0	65.9	0.0	1.7	NA	140	NA	0	364	 53	765	807	 70	 70	154	20	322	384	97	10.8	31.5	8.47	13.4
Pul	2021	07	16	08	18.8	966.0	58.8	0.0	2.6	NA	107	NA	0	538	 65	840	822	147	 92	 92	20	321	392	97	10.6	30.8	8.35	13.9
Pul	2021	07	16	09	20.3	966.0	49.7	0.0	2.0	NA	130	NA	0	699	 80	884	751	305	111	111	20	317	401	97	9.5	30.3	7.76	13.9
Pul	2021	07	16	10	21.7	966.0	44.2	0.0	2.6	NA	114	NA	0	820	102	889	600	431	127	127	20	317	408	97	9.0	29.8	7.51	14.2
Pul	2021	07	16	11	22.9	966.1	43.0	0.0	7.7	NA	156	NA	0	905	114	901	403	516	135	135	20	321	407	97	9.7	31.0	7.88	15.0
Pul	2021	07	16	12	23.9	966.1	39.5	0.0	3.4	NA	138	NA	0	937	120	902	174	549	138	138	20	320	419	97	9.3	31.4	7.67	15.2
Pul	2021	07	16	13	24.6	966.1	40.6	0.0	4.6	NA	155	NA	0	923	114	909	136	533	336	136	20	326	421	97	10.4	30.7	8.23	15.9
Pul	2021	07	16	14	25.0	966.2	41.2	0.0	4.1	NA	113	NA	0	853	105	898	130	463	547	130	20	329	423	97	10.9	30.7	8.56	16.3
Pul	2021	07	16	15	25.2	966.2	41.1	0.0	0.7	NA	127	NA	0	742	 85	892	116	347	714	116	20	331	428	97	11.0	30.6	8.61	16.5
Pul	2021	07	16	16	25.0	966.2	43.2	0.0	2.0	NA	152	NA	0	592	 67	864	 97	196	814	 97	20	334	422	97	11.7	30.1	8.97	16.7
Pul	2021	07	16	17	24.4	966.3	46.4	0.0	1.8	NA	169	NA	0	420	 53	806	 75	 75	831	119	20	338	416	97	12.2	29.6	9.31	16.7
Pul	2021	07	16	18	23.5	966.3	48.1	0.0	1.0	NA	123	NA	0	242	 47	670	 52	 52	738	218	20	340	409	97	11.9	30.1	9.13	16.3
Pul	2021	07	16	19	22.4	966.3	51.6	0.0	0.7	NA	41	NA	0	 86	 38	385	 30	 30	458	219	20	345	403	97	11.9	31.0	9.15	15.9
Pul	2021	07	16	20	21.2	966.4	53.9	0.0	0.5	NA	345	NA	0	  0	  0	  0	  0	  0	  0	  0	20	341	394	97	11.5	30.0	8.88	15.2
Pul	2021	07	16	21	20.4	966.4	61.0	0.0	0.1	NA	129	NA	0	  0	  0	  0	  0	  0	  0	  0	20	344	383	97	12.7	29.5	9.60	15.6
Pul	2021	07	16	22	19.6	966.5	61.6	0.0	0.1	NA	351	NA	0	  0	  0	  0	  0	  0	  0	  0	20	339	378	97	12.1	28.7	9.24	14.9
Pul	2021	07	16	23	18.9	966.5	68.7	0.0	0.3	NA	181	NA	0	  0	  0	  0	  0	  0	  0	  0	20	341	377	97	13.0	28.3	9.81	15.2
Pul	2021	07	17	00	18.4	966.5	68.1	0.0	0.7	NA	235	NA	0	  0	  0	  0	  0	  0	  0	  0	20	338	375	97	12.4	27.8	9.46	14.7
Pul	2021	07	17	01	17.9	966.6	73.2	0.0	0.3	NA	108	NA	0	  0	  0	  0	  0	  0	  0	  0	20	339	374	97	13.1	25.5	9.85	14.9
Pul	2021	07	17	02	17.6	966.6	75.3	0.0	0.1	NA	20	NA	0	  0	  0	  0	  0	  0	  0	  0	20	339	372	97	13.2	24.2	9.95	14.8
Pul	2021	07	17	03	17.3	966.6	77.6	0.0	0.2	NA	12	NA	0	  0	  0	  0	  0	  0	  0	  0	20	338	371	96	13.4	21.7	10.07	14.8
Pul	2021	07	17	04	17.1	966.7	83.4	0.0	0.1	NA	4	NA	0	  0	  0	  0	  0	  0	  0	  0	20	341	372	96	14.3	23.6	10.68	15.3
Pul	2021	07	17	05	17.4	966.7	80.6	0.0	0.0	NA	353	NA	0	 19	 19	  0	  8	 10	 10	  9	20	340	384	96	14.0	23.6	10.51	15.2
Pul	2021	07	17	06	18.9	966.7	75.0	0.0	0.0	NA	359	NA	0	190	 41	625	689	 44	 44	236	20	344	394	96	14.4	23.4	10.76	16.0
Pul	2021	07	17	07	20.5	966.8	68.4	0.0	0.0	NA	340	NA	0	370	 48	797	832	 68	 68	153	20	341	403	96	14.5	23.9	10.83	16.6
Pul	2021	07	17	08	22.1	966.8	64.9	0.0	1.0	NA	333	NA	0	553	 56	885	853	148	 89	 89	20	343	417	96	15.2	24.7	11.34	17.6
Pul	2021	07	17	09	23.6	966.9	57.6	0.0	0.8	NA	40	NA	0	715	 72	921	772	311	109	109	20	342	427	97	14.8	25.5	11.04	17.8
Pul	2021	07	17	10	25.0	966.9	49.2	0.0	1.1	NA	114	NA	0	847	 87	943	621	445	125	125	20	339	434	97	13.7	26.0	10.25	17.7
Pul	2021	07	17	11	26.2	966.9	46.2	0.0	1.0	NA	30	NA	0	927	 99	945	411	530	133	133	20	341	443	97	13.8	26.8	10.34	18.2
Pul	2021	07	17	12	27.2	967.0	43.6	0.0	2.0	NA	139	NA	0	959	104	946	173	565	136	136	20	342	445	94	13.8	27.8	10.32	18.5
Pul	2021	07	17	13	27.9	966.8	39.3	0.0	2.0	NA	139	NA	0	943	101	947	134	547	341	134	20	340	446	97	12.8	27.7	9.68	18.2
Pul	2021	07	17	14	28.3	966.7	39.5	0.0	4.1	NA	229	NA	0	874	 92	941	128	475	560	128	20	343	442	97	13.2	28.2	9.97	18.6
Pul	2021	07	17	15	28.5	966.6	37.9	0.0	2.6	NA	270	NA	0	760	 76	931	115	356	733	115	20	342	441	97	12.7	29.5	9.65	18.4
Pul	2021	07	17	16	28.3	966.5	40.4	0.0	1.5	NA	118	NA	0	608	 60	904	 95	201	840	 95	20	346	440	96	13.6	27.3	10.18	18.8
Pul	2021	07	17	17	27.7	966.3	41.2	0.0	1.5	NA	143	NA	0	430	 48	841	 74	 74	858	117	20	347	432	96	13.3	26.9	10.05	18.4
Pul	2021	07	17	18	26.8	966.2	41.9	0.0	0.0	NA	214	NA	0	245	 45	690	 51	 51	756	220	20	348	423	96	12.8	26.5	9.68	17.9
Pul	2021	07	17	19	25.6	966.1	46.1	0.0	0.0	NA	159	NA	0	 87	 32	445	 27	 27	508	238	20	355	418	97	13.2	27.6	9.95	17.7
Pul	2021	07	17	20	24.4	966.0	48.7	0.0	0.2	NA	304	NA	1	  0	  0	  0	  0	  0	  0	  0	20	352	408	94	12.9	26.6	9.79	17.1
Pul	2021	07	17	21	23.2	965.9	52.8	0.0	0.1	NA	274	NA	1	  0	  0	  0	  0	  0	  0	  0	20	350	394	94	13.0	25.6	9.85	16.8
Pul	2021	07	17	22	21.9	965.7	58.3	0.0	0.1	NA	298	NA	1	  0	  0	  0	  0	  0	  0	  0	20	350	390	92	13.4	24.2	10.09	16.5
Pul	2021	07	17	23	20.7	965.6	62.7	0.0	0.2	NA	277	NA	1	  0	  0	  0	  0	  0	  0	  0	20	348	385	92	13.3	23.0	10.04	16.0
Pul	2021	07	18	00	19.8	965.5	70.6	0.0	0.2	NA	292	NA	2	  0	  0	  0	  0	  0	  0	  0	20	350	383	92	14.3	22.2	10.71	16.3
Pul	2021	07	18	01	18.8	965.4	71.4	0.0	0.7	NA	296	NA	2	  0	  0	  0	  0	  0	  0	  0	20	346	379	89	13.5	20.9	10.17	15.5
Pul	2021	07	18	02	18.2	965.2	74.2	0.0	2.6	NA	283	NA	2	  0	  0	  0	  0	  0	  0	  0	20	345	381	89	13.6	20.5	10.22	15.2
Pul	2021	07	18	03	17.7	965.1	76.8	0.0	2.9	NA	287	NA	3	  0	  0	  0	  0	  0	  0	  0	20	345	378	89	13.6	19.8	10.22	15.1
Pul	2021	07	18	04	17.3	965.0	78.5	0.0	3.4	NA	280	NA	3	  0	  0	  0	  0	  0	  0	  0	20	344	377	87	13.5	19.6	10.19	14.9
Pul	2021	07	18	05	17.5	964.9	84.0	0.0	4.1	NA	288	NA	3	 17	 17	  0	  6	  9	  9	  7	20	350	385	87	14.8	20.0	11.06	15.7
Pul	2021	07	18	06	18.6	964.7	81.4	0.0	1.5	NA	286	NA	3	155	 67	373	477	 47	 47	175	20	354	394	84	15.3	21.1	11.47	16.5
Pul	2021	07	18	07	19.6	964.6	76.8	0.0	1.0	NA	301	NA	4	288	127	402	555	 85	 85	136	20	353	399	85	15.4	22.6	11.55	16.9
Pul	2021	07	18	08	20.6	964.5	74.7	0.0	1.0	NA	329	NA	5	413	206	369	527	154	122	122	20	356	407	85	16.0	23.1	11.96	17.5
Pul	2021	07	18	09	21.7	964.4	61.2	0.0	1.5	NA	288	NA	4	562	248	452	575	279	147	147	20	346	410	78	13.9	25.0	10.44	16.7
Pul	2021	07	18	10	22.7	964.3	57.0	0.0	2.0	NA	300	NA	4	660	279	474	491	375	161	161	20	346	416	89	13.7	25.5	10.32	17.0
Pul	2021	07	18	11	23.5	964.1	54.7	0.0	2.6	NA	298	NA	4	745	300	510	367	453	169	169	20	347	420	89	13.9	25.7	10.43	17.3
Pul	2021	07	18	12	24.2	964.0	50.9	0.0	4.1	NA	264	NA	4	778	317	510	201	485	174	174	20	346	420	84	13.4	26.1	10.12	17.3
Pul	2021	07	18	13	24.7	964.1	51.3	0.0	5.0	NA	170	NA	4	784	296	550	171	481	325	171	20	348	422	91	14.0	25.4	10.55	17.8
Pul	2021	07	18	14	25.1	964.1	48.9	0.0	4.1	NA	188	NA	3	732	252	578	157	426	489	157	20	347	424	92	13.6	26.0	10.24	17.7
Pul	2021	07	18	15	25.2	964.1	46.0	0.0	2.3	NA	121	NA	3	637	228	557	147	326	601	147	20	344	423	96	12.7	26.4	9.67	17.3
Pul	2021	07	18	16	25.0	964.2	42.3	0.0	2.3	NA	356	NA	2	511	166	569	121	202	681	121	20	339	418	96	11.4	26.3	8.81	16.5
Pul	2021	07	18	17	24.6	964.2	42.9	0.0	2.9	NA	333	NA	0	374	 97	611	 84	 84	722	117	20	339	415	96	11.2	25.5	8.71	16.3
Pul	2021	07	18	18	23.9	964.3	44.9	0.0	3.1	NA	111	NA	0	207	 72	469	 58	 58	585	183	20	343	410	96	11.2	24.7	8.71	16.1
Pul	2021	07	18	19	23.0	964.3	46.3	0.0	0.2	NA	124	NA	0	 79	 45	275	 30	 30	366	176	20	343	404	96	10.9	24.3	8.52	15.6
Pul	2021	07	18	20	22.0	964.4	47.2	0.0	1.1	NA	196	NA	0	  1	  1	  0	  0	  0	  0	  0	20	339	396	96	10.3	24.0	8.20	14.9
Pul	2021	07	18	21	21.2	964.4	51.4	0.0	1.7	NA	133	NA	0	  0	  0	  0	  0	  0	  0	  0	20	340	387	96	10.8	23.1	8.48	14.9
Pul	2021	07	18	22	20.3	964.4	52.0	0.0	0.6	NA	172	NA	0	  0	  0	  0	  0	  0	  0	  0	20	336	380	94	10.2	21.3	8.12	14.2
Pul	2021	07	18	23	19.4	964.5	58.4	0.0	0.2	NA	341	NA	0	  0	  0	  0	  0	  0	  0	  0	20	338	377	94	11.1	19.6	8.66	14.3
Pul	2021	07	19	00	19.1	964.5	58.5	0.0	0.1	NA	141	NA	0	  0	  0	  0	  0	  0	  0	  0	20	336	375	94	10.8	19.5	8.49	14.1
Pul	2021	07	19	01	18.7	964.6	60.4	0.0	0.1	NA	123	NA	0	  0	  0	  0	  0	  0	  0	  0	20	336	374	94	10.9	19.4	8.56	14.0
Pul	2021	07	19	02	18.5	964.6	62.6	0.0	0.3	NA	70	NA	0	  0	  0	  0	  0	  0	  0	  0	20	337	374	94	11.3	19.3	8.76	14.1
Pul	2021	07	19	03	18.3	964.7	64.0	0.0	0.2	NA	120	NA	0	  0	  0	  0	  0	  0	  0	  0	20	337	373	94	11.4	19.0	8.83	14.1
Pul	2021	07	19	04	18.1	964.7	67.6	0.0	0.1	NA	115	NA	0	  0	  0	  0	  0	  0	  0	  0	20	339	374	94	12.1	17.9	9.24	14.4
Pul	2021	07	19	05	18.4	964.7	66.3	0.0	0.0	NA	155	NA	0	 17	 17	  0	  6	  9	  9	  7	20	340	386	94	12.0	18.5	9.22	14.5
Pul	2021	07	19	06	19.7	964.8	60.0	0.0	0.1	NA	229	NA	0	157	 72	363	477	 50	 50	175	20	340	395	91	11.7	20.6	9.01	14.8
Pul	2021	07	19	07	21.0	964.8	57.4	0.0	0.1	NA	228	NA	0	311	102	523	657	 81	 81	143	20	340	404	91	12.3	21.8	9.37	15.6
Pul	2021	07	19	08	22.4	964.9	50.6	0.0	1.0	NA	137	NA	0	473	148	582	703	161	113	113	20	336	411	94	11.7	23.1	8.99	15.8
Pul	2021	07	19	09	23.8	964.9	44.9	0.0	1.8	NA	154	NA	0	620	177	637	670	299	132	132	20	334	419	89	11.1	25.0	8.65	16.0
Pul	2021	07	19	10	25.0	965.0	41.5	0.0	2.9	NA	240	NA	1	732	228	628	554	415	153	153	20	335	423	89	11.0	27.3	8.62	16.4
Pul	2021	07	19	11	26.1	965.0	39.3	0.0	2.6	NA	263	NA	2	807	268	617	391	491	164	164	20	337	429	89	11.2	28.3	8.69	16.8
Pul	2021	07	19	12	26.9	965.0	38.5	0.0	1.7	NA	154	NA	3	836	286	611	199	521	167	167	20	340	435	89	11.6	29.1	8.97	17.3
Pul	2021	07	19	13	27.5	965.1	36.4	0.0	0.7	NA	238	NA	3	818	280	606	166	504	333	166	20	340	439	92	11.3	29.8	8.80	17.4
Pul	2021	07	19	14	27.9	965.2	37.4	0.0	1.0	NA	217	NA	2	756	247	614	158	441	505	158	20	344	440	89	12.1	30.4	9.23	17.9
Pul	2021	07	19	15	28.0	965.3	37.8	0.0	0.6	NA	210	NA	1	654	208	610	144	338	633	144	20	346	441	89	12.3	29.9	9.40	18.0
Pul	2021	07	19	16	27.9	965.5	38.9	0.0	1.3	NA	176	NA	0	521	151	614	117	203	706	117	20	348	437	82	12.6	30.8	9.57	18.2
Pul	2021	07	19	17	27.3	965.6	39.8	0.0	1.5	NA	260	NA	0	363	112	557	 89	 89	687	119	20	350	430	78	12.5	30.4	9.51	17.9
Pul	2021	07	19	18	26.5	965.7	39.9	0.0	1.0	NA	152	NA	0	203	 76	444	 60	 60	566	178	20	350	423	78	11.8	29.6	9.06	17.3
Pul	2021	07	19	19	25.5	965.8	42.9	0.0	1.3	NA	264	NA	0	 69	 37	267	 25	 25	345	164	20	356	418	78	12.0	28.8	9.19	17.0
Pul	2021	07	19	20	24.5	965.9	49.4	0.0	2.0	NA	249	NA	0	  0	  0	  0	  0	  0	  0	  0	20	358	414	80	13.2	27.3	9.98	17.3
Pul	2021	07	19	21	23.7	966.0	55.4	0.0	2.9	NA	284	NA	0	  0	  0	  0	  0	  0	  0	  0	20	361	407	80	14.3	27.7	10.70	17.6
Pul	2021	07	19	22	23.0	966.1	53.6	0.0	3.7	NA	239	NA	0	  0	  0	  0	  0	  0	  0	  0	20	353	402	80	13.1	26.2	9.87	16.7
Pul	2021	07	19	23	22.2	966.2	57.5	0.0	1.1	NA	281	NA	0	  0	  0	  0	  0	  0	  0	  0	20	352	395	82	13.5	25.1	10.12	16.6
Pul	2021	07	20	00	21.8	966.3	58.4	0.0	1.0	NA	222	NA	0	  0	  0	  0	  0	  0	  0	  0	20	350	392	82	13.3	24.2	9.99	16.4
Pul	2021	07	20	01	21.2	966.4	62.1	0.0	0.6	NA	302	NA	0	  0	  0	  0	  0	  0	  0	  0	20	350	389	82	13.7	23.2	10.30	16.4
Pul	2021	07	20	02	21.0	966.5	62.5	0.0	0.5	NA	211	NA	0	  0	  0	  0	  0	  0	  0	  0	20	348	387	85	13.5	23.2	10.17	16.3
Pul	2021	07	20	03	20.7	966.6	67.0	0.0	1.5	NA	289	NA	0	  0	  0	  0	  0	  0	  0	  0	20	349	390	85	14.3	23.0	10.72	16.6
Pul	2021	07	20	04	20.4	966.7	65.8	0.0	1.8	NA	289	NA	0	  0	  0	  0	  0	  0	  0	  0	20	346	388	87	13.8	22.1	10.38	16.2
Pul	2021	07	20	05	20.7	966.8	67.3	0.0	0.8	NA	278	NA	0	 17	 17	  0	  5	  9	  9	  7	20	348	397	87	14.4	23.4	10.79	16.7
Pul	2021	07	20	06	22.2	966.9	68.3	0.0	0.5	NA	160	NA	0	184	 43	612	680	 44	 44	230	20	356	411	87	16.1	24.2	12.00	18.1
Pul	2021	07	20	07	23.7	967.0	67.8	0.0	0.7	NA	123	NA	0	366	 47	800	836	 67	 67	148	20	358	423	90	17.4	26.3	13.11	19.4
Pul	2021	07	20	08	25.3	967.1	58.1	0.0	0.7	NA	42	NA	0	549	 55	888	857	154	 88	 88	20	354	433	97	16.5	27.7	12.34	19.4
Pul	2021	07	20	09	26.8	967.2	50.5	0.0	2.3	NA	359	NA	0	712	 70	925	777	318	109	109	20	351	440	94	15.7	27.2	11.74	19.4
Pul	2021	07	20	10	28.2	967.3	46.1	0.0	1.1	NA	28	NA	0	844	 85	947	624	453	124	124	20	352	452	97	15.6	29.9	11.62	19.7
Pul	2021	07	20	11	29.5	967.4	41.2	0.0	2.0	NA	32	NA	0	929	 97	954	415	541	133	133	20	351	456	97	14.9	29.2	11.13	19.9
Pul	2021	07	20	12	30.4	967.5	39.6	0.0	3.1	NA	100	NA	0	962	101	956	175	576	136	136	20	353	459	97	15.2	29.1	11.32	20.2
Pul	2021	07	20	13	31.1	967.5	37.4	0.0	3.7	NA	192	NA	0	942	 99	952	134	557	341	134	20	354	460	97	14.9	30.0	11.12	20.3
Pul	2021	07	20	14	31.5	967.5	35.6	0.0	2.9	NA	144	NA	0	872	 91	944	128	484	561	128	20	353	461	97	14.5	30.5	10.81	20.2
Pul	2021	07	20	15	31.7	967.5	35.3	0.0	1.5	NA	136	NA	0	756	 75	932	114	364	735	114	20	354	461	97	14.5	30.2	10.81	20.3
Pul	2021	07	20	16	31.5	967.4	35.0	0.0	0.7	NA	174	NA	0	602	 60	900	 95	207	839	 95	20	354	457	97	14.2	29.3	10.60	20.1
Pul	2021	07	20	17	30.9	967.4	36.2	0.0	0.7	NA	356	NA	0	420	 49	826	 73	 73	847	110	20	356	449	92	14.2	29.2	10.59	19.9
Pul	2021	07	20	18	29.9	967.4	39.7	0.0	1.5	NA	356	NA	0	236	 46	671	 51	 51	740	210	20	363	441	79	14.8	29.0	11.04	19.9
Pul	2021	07	20	19	28.8	967.4	40.9	0.0	1.7	NA	31	NA	0	 80	 37	371	 29	 29	446	208	20	365	434	80	14.2	27.1	10.61	19.2
Pul	2021	07	20	20	27.6	967.4	45.8	0.0	1.3	NA	354	NA	0	  0	  0	  0	  0	  0	  0	  0	20	366	427	80	14.9	25.9	11.13	19.2
Pul	2021	07	20	21	26.6	967.3	55.2	0.0	0.4	NA	8	NA	0	  0	  0	  0	  0	  0	  0	  0	20	372	416	83	16.9	26.3	12.65	20.0
Pul	2021	07	20	22	25.5	967.3	59.2	0.0	0.7	NA	123	NA	0	  0	  0	  0	  0	  0	  0	  0	20	370	413	83	17.0	26.5	12.76	19.7
Pul	2021	07	20	23	24.5	967.3	62.8	0.0	0.3	NA	357	NA	0	  0	  0	  0	  0	  0	  0	  0	20	368	407	85	17.0	26.5	12.73	19.4
Pul	2021	07	21	00	23.8	967.3	64.5	0.0	0.6	NA	134	NA	0	  0	  0	  0	  0	  0	  0	  0	20	365	405	88	16.7	27.8	12.54	19.0
Pul	2021	07	21	01	23.1	967.3	67.5	0.0	0.5	NA	155	NA	0	  0	  0	  0	  0	  0	  0	  0	20	363	401	88	16.8	28.7	12.56	18.8
Pul	2021	07	21	02	22.7	967.2	69.4	0.0	0.4	NA	99	NA	0	  0	  0	  0	  0	  0	  0	  0	20	363	400	90	16.9	29.8	12.63	18.7
Pul	2021	07	21	03	22.3	967.2	72.9	0.0	0.5	NA	154	NA	0	  0	  0	  0	  0	  0	  0	  0	20	363	399	92	17.3	30.5	12.97	18.8
Pul	2021	07	21	04	22.1	967.2	72.4	0.0	0.0	NA	272	NA	0	  0	  0	  0	  0	  0	  0	  0	20	361	400	92	16.9	30.4	12.68	18.6
Pul	2021	07	21	05	22.3	967.2	73.3	0.0	0.1	NA	225	NA	0	 16	 16	  0	  5	  8	  8	  6	20	362	409	95	17.3	33.2	13.02	18.9
Pul	2021	07	21	06	23.6	967.1	69.5	0.0	0.2	NA	275	NA	0	181	 41	613	679	 43	 43	227	20	366	421	95	17.7	34.0	13.37	19.6
Pul	2021	07	21	07	25.0	967.1	59.2	0.0	0.2	NA	130	NA	0	355	 50	770	813	 68	 68	144	20	358	428	97	16.5	34.3	12.37	19.3
Pul	2021	07	21	08	26.4	967.1	54.7	0.0	0.8	NA	122	NA	0	532	 61	851	832	154	 89	 89	20	357	438	97	16.6	34.6	12.42	19.8
Pul	2021	07	21	09	27.8	967.1	47.6	0.0	1.1	NA	28	NA	0	691	 78	886	755	314	110	110	20	354	446	97	15.6	37.2	11.68	19.7
Pul	2021	07	21	10	29.0	967.1	46.3	0.0	1.1	NA	55	NA	0	812	100	892	604	442	126	126	20	358	457	97	16.3	38.9	12.22	20.4
Pul	2021	07	21	11	30.1	967.0	39.7	0.0	1.5	NA	84	NA	0	891	118	889	404	525	136	136	20	354	460	97	14.9	41.0	11.12	20.0
Pul	2021	07	21	12	30.9	967.0	35.6	0.0	1.0	NA	352	NA	0	924	125	888	176	559	138	138	20	351	465	97	14.0	44.8	10.46	19.8
Pul	2021	07	21	13	31.5	967.0	33.5	0.0	0.8	NA	26	NA	0	911	118	897	136	543	334	136	20	350	467	97	13.6	45.6	10.19	19.7
Pul	2021	07	21	14	31.9	966.9	33.2	0.0	0.5	NA	15	NA	0	848	102	903	129	476	548	129	20	352	467	97	13.8	46.5	10.33	20.0
Pul	2021	07	21	15	32.1	966.9	34.0	0.0	0.7	NA	37	NA	0	738	 82	899	115	360	718	115	20	355	464	97	14.2	40.4	10.65	20.3
Pul	2021	07	21	16	32.0	966.9	34.3	0.0	0.8	NA	25	NA	0	591	 62	882	 95	208	827	 95	20	356	459	97	14.3	43.2	10.69	20.3
Pul	2021	07	21	17	31.5	966.8	37.6	0.0	0.2	NA	340	NA	0	419	 49	826	 73	 73	848	107	20	362	454	97	15.3	37.6	11.42	20.7
Pul	2021	07	21	18	30.7	966.8	37.1	0.0	0.2	NA	353	NA	0	242	 42	710	 53	 53	761	215	20	361	444	97	14.4	40.4	10.76	19.9
Pul	2021	07	21	19	29.7	966.7	38.1	0.0	0.2	NA	3	NA	0	 84	 30	475	 27	 27	524	240	20	364	436	95	14.0	39.5	10.46	19.4
Pul	2021	07	21	20	28.7	966.7	39.8	0.0	0.2	NA	356	NA	0	  0	  0	  0	  0	  0	  0	  0	20	361	428	95	13.7	38.5	10.30	18.9
Pul	2021	07	21	21	27.3	966.7	44.9	0.0	0.5	NA	17	NA	0	  0	  0	  0	  0	  0	  0	  0	20	360	413	93	14.3	37.0	10.68	18.8
Pul	2021	07	21	22	25.8	966.6	48.4	0.0	0.3	NA	134	NA	0	  0	  0	  0	  0	  0	  0	  0	20	357	406	93	14.1	35.5	10.57	18.2
Pul	2021	07	21	23	24.3	966.6	52.5	0.0	0.1	NA	354	NA	0	  0	  0	  0	  0	  0	  0	  0	20	354	399	90	14.0	34.0	10.50	17.6
Pul	2021	07	22	00	23.1	966.5	58.3	0.0	0.1	NA	175	NA	0	  0	  0	  0	  0	  0	  0	  0	20	353	395	88	14.5	31.3	10.82	17.5
